generation,rank_1,rank_2,swapAccepted
120000,2,3,1
121000,2,3,1
122000,1,4,0
123000,3,4,1
124000,2,4,1
125000,1,3,1
126000,1,2,1
127000,2,4,1
128000,1,4,1
129000,2,4,1
130000,2,3,1
131000,2,4,1
132000,2,3,1
133000,2,4,1
134000,1,4,1
135000,1,2,1
136000,1,2,1
137000,2,4,1
138000,1,4,1
139000,1,3,1
140000,3,4,1
141000,2,4,1
142000,3,4,1
143000,1,3,1
144000,1,4,0
145000,3,4,1
146000,2,3,1
147000,3,4,1
148000,1,4,0
149000,1,4,1
150000,3,4,1
151000,1,2,1
152000,2,3,1
153000,1,4,1
154000,2,3,1
155000,1,2,1
156000,2,3,1
157000,1,2,1
158000,1,3,1
159000,1,2,1
160000,3,4,1
161000,2,4,1
162000,1,4,0
163000,1,2,1
164000,1,3,1
165000,2,4,1
166000,2,3,1
167000,1,4,0
168000,1,2,1
169000,2,4,1
170000,2,3,1
171000,1,3,1
172000,1,3,1
173000,2,3,1
174000,2,3,1
175000,1,2,1
176000,2,3,1
177000,3,4,1
178000,2,4,1
179000,3,4,1
180000,2,3,1
181000,2,4,1
182000,2,3,1
183000,1,4,0
184000,1,2,1
185000,1,2,1
186000,1,3,1
187000,1,3,1
188000,3,4,1
189000,3,4,1
190000,2,3,1
191000,2,4,1
192000,1,2,0
193000,1,2,1
194000,3,4,1
195000,2,4,1
196000,2,4,1
197000,2,3,1
198000,3,4,1
199000,1,2,1
200000,2,3,1
201000,1,2,0
202000,2,4,1
203000,3,4,1
204000,1,3,0
205000,3,4,1
206000,1,4,1
207000,3,4,1
208000,1,4,1
209000,2,3,1
210000,2,3,1
211000,2,3,1
212000,1,4,1
213000,1,4,1
214000,1,4,0
215000,1,4,0
216000,2,4,1
217000,1,3,1
218000,3,4,1
219000,1,3,1
220000,1,4,0
221000,1,3,1
222000,1,3,1
223000,2,4,1
224000,1,2,1
225000,1,4,0
226000,1,3,1
227000,1,2,1
228000,2,4,1
229000,3,4,1
230000,2,3,1
231000,2,3,1
232000,2,4,1
233000,1,4,0
234000,1,3,1
235000,1,2,1
236000,1,4,1
237000,1,4,1
238000,1,4,1
239000,1,4,1
240000,1,2,1
241000,1,2,0
242000,1,4,0
243000,1,3,1
244000,3,4,0
245000,2,3,1
246000,1,3,0
247000,2,4,0
248000,1,3,0
249000,1,2,1
250000,2,4,1
251000,3,4,1
252000,1,2,1
253000,2,3,1
254000,1,3,1
255000,1,2,1
256000,1,4,1
257000,1,4,1
258000,1,3,0
259000,2,3,1
260000,1,4,0
261000,3,4,1
262000,1,4,1
263000,3,4,1
264000,2,4,1
265000,2,4,1
266000,2,4,1
267000,1,2,1
268000,1,4,1
269000,1,2,1
270000,1,3,1
271000,3,4,1
272000,2,3,1
273000,3,4,1
274000,1,4,1
275000,1,2,1
276000,1,4,1
277000,1,4,1
278000,3,4,1
279000,2,3,1
280000,2,4,0
281000,2,4,1
282000,1,4,1
283000,2,4,1
284000,1,3,1
285000,1,3,1
286000,1,3,1
287000,1,4,1
288000,2,3,1
289000,3,4,1
290000,2,4,1
291000,2,4,1
292000,1,2,1
293000,2,4,1
294000,2,4,0
295000,1,4,0
296000,1,4,1
297000,1,2,1
298000,1,4,1
299000,1,3,0
300000,1,3,0
301000,1,2,1
302000,3,4,0
303000,1,2,1
304000,3,4,1
305000,1,4,0
306000,1,2,1
307000,2,3,1
308000,3,4,1
309000,2,3,1
310000,1,4,1
311000,2,3,1
312000,3,4,1
313000,2,3,1
314000,2,4,1
315000,3,4,1
316000,3,4,1
317000,2,4,1
318000,2,3,1
319000,1,2,1
320000,1,2,1
321000,1,3,1
322000,2,4,1
323000,2,3,1
324000,1,4,1
325000,2,3,1
326000,2,4,1
327000,2,4,1
328000,1,4,1
329000,1,3,1
330000,1,2,1
331000,1,4,1
332000,1,4,1
333000,1,2,1
334000,1,4,1
335000,1,4,1
336000,1,2,1
337000,1,4,1
338000,2,3,1
339000,3,4,1
340000,2,4,1
341000,2,3,1
342000,1,3,0
343000,1,2,1
344000,1,4,1
345000,3,4,1
346000,1,3,1
347000,2,4,1
348000,3,4,1
349000,1,3,1
350000,3,4,1
351000,3,4,1
352000,1,3,0
353000,2,3,1
354000,1,2,1
355000,2,4,1
356000,3,4,1
357000,2,4,0
358000,2,3,1
359000,1,3,1
360000,2,4,1
361000,1,2,1
362000,1,4,0
363000,3,4,1
364000,1,4,1
365000,3,4,1
366000,2,3,0
367000,1,2,1
368000,1,4,1
369000,1,2,1
370000,3,4,1
371000,1,3,1
372000,1,4,0
373000,1,3,1
374000,3,4,1
375000,1,4,1
376000,2,3,1
377000,2,4,0
378000,1,3,1
379000,1,2,1
380000,2,4,1
381000,1,2,1
382000,2,3,1
383000,1,3,1
384000,1,3,1
385000,1,3,1
386000,1,2,1
387000,1,2,1
388000,1,2,1
389000,1,2,1
390000,2,3,1
391000,1,4,1
392000,1,2,1
393000,1,2,1
394000,1,3,1
395000,2,4,1
396000,1,2,1
397000,1,3,1
398000,1,3,1
399000,1,3,1
400000,3,4,1
401000,1,3,1
402000,3,4,1
403000,1,2,1
404000,1,2,1
405000,1,3,1
406000,2,4,1
407000,2,4,1
408000,3,4,1
409000,2,4,1
410000,3,4,1
411000,3,4,1
412000,1,3,0
413000,2,4,1
414000,1,4,1
415000,2,3,1
416000,2,3,1
417000,1,3,1
418000,2,3,1
419000,1,4,1
420000,3,4,1
421000,1,2,1
422000,3,4,1
423000,3,4,1
424000,1,2,1
425000,2,4,1
426000,1,2,1
427000,1,3,1
428000,3,4,1
429000,3,4,1
430000,1,2,1
431000,3,4,1
432000,2,3,1
433000,2,3,1
434000,1,3,1
435000,1,2,1
436000,2,4,1
437000,2,4,1
438000,1,4,1
439000,1,4,1
440000,1,2,1
441000,1,2,1
442000,1,2,1
443000,2,3,1
444000,1,3,1
445000,2,4,1
446000,1,2,1
447000,3,4,1
448000,1,4,1
449000,1,4,1
450000,2,3,1
451000,3,4,1
452000,2,3,1
453000,2,4,1
454000,1,3,1
455000,1,3,1
456000,1,3,1
457000,1,4,1
458000,1,4,1
459000,1,4,1
460000,3,4,1
461000,1,3,1
462000,1,3,0
463000,1,2,1
464000,1,4,1
465000,1,4,1
466000,2,3,1
467000,1,4,1
468000,2,3,1
469000,2,3,1
470000,3,4,1
471000,1,3,1
472000,1,2,1
473000,1,4,0
474000,1,4,1
475000,1,2,1
476000,2,4,1
477000,1,2,0
478000,1,4,1
479000,2,3,1
480000,1,3,1
481000,2,4,1
482000,2,3,1
483000,3,4,1
484000,2,4,1
485000,1,4,1
486000,1,3,1
487000,3,4,1
488000,1,4,1
489000,1,4,0
490000,2,3,1
491000,3,4,1
492000,1,4,1
493000,2,3,1
494000,1,4,1
495000,1,2,1
496000,2,4,1
497000,1,2,0
498000,1,2,1
499000,3,4,1
500000,3,4,1
501000,1,3,1
502000,2,4,1
503000,2,3,1
504000,2,3,1
505000,3,4,1
506000,3,4,1
507000,2,3,1
508000,3,4,1
509000,1,2,1
510000,1,3,1
511000,1,2,1
512000,2,4,1
513000,2,3,1
514000,1,3,0
515000,2,3,1
516000,2,4,1
517000,1,3,1
518000,2,4,0
519000,1,2,1
520000,2,4,1
521000,1,2,0
522000,3,4,1
523000,2,3,1
524000,3,4,1
525000,1,4,0
526000,1,3,1
527000,1,4,1
528000,2,4,1
529000,3,4,0
530000,3,4,1
531000,2,3,1
532000,3,4,1
533000,2,3,0
534000,2,4,1
535000,1,2,1
536000,1,2,0
537000,1,2,0
538000,2,4,1
539000,1,4,0
540000,1,4,0
541000,1,3,1
542000,2,3,1
543000,2,4,0
544000,1,2,1
545000,2,3,0
546000,1,3,0
547000,3,4,1
548000,1,4,0
549000,1,4,0
550000,2,4,1
551000,1,4,1
552000,3,4,1
553000,3,4,1
554000,1,3,0
555000,1,2,1
556000,1,3,1
557000,1,2,1
558000,1,3,1
559000,2,4,1
560000,2,4,0
561000,2,4,1
562000,1,3,1
563000,1,2,1
564000,1,3,1
565000,1,4,1
566000,1,3,1
567000,1,4,1
568000,1,4,1
569000,3,4,1
570000,1,2,1
571000,1,2,1
572000,1,3,1
573000,2,3,1
574000,2,4,1
575000,1,3,1
576000,1,2,1
577000,2,4,0
578000,1,2,1
579000,1,2,0
580000,3,4,0
581000,1,2,1
582000,1,2,1
583000,1,3,1
584000,1,3,1
585000,3,4,1
586000,3,4,1
587000,2,4,0
588000,3,4,0
589000,2,3,1
590000,1,4,0
591000,2,4,1
592000,2,4,1
593000,3,4,1
594000,2,3,1
595000,3,4,1
596000,3,4,1
597000,1,2,0
598000,1,4,0
599000,2,3,1
600000,3,4,1
601000,1,4,1
602000,1,3,0
603000,1,4,1
604000,2,3,1
605000,2,4,1
606000,1,4,1
607000,1,4,1
608000,1,4,1
609000,1,3,1
610000,3,4,1
611000,2,4,1
612000,1,4,1
613000,1,3,1
614000,1,4,1
615000,3,4,1
616000,1,3,1
617000,1,4,1
618000,1,2,1
619000,3,4,1
620000,1,3,1
621000,1,2,1
622000,1,4,1
623000,2,3,1
624000,1,4,1
625000,1,4,1
626000,2,3,1
627000,3,4,1
628000,2,3,1
629000,3,4,1
630000,3,4,1
631000,3,4,1
632000,1,2,1
633000,1,4,1
634000,3,4,1
635000,1,4,1
636000,1,4,1
637000,3,4,1
638000,2,3,1
639000,2,3,1
640000,2,3,1
641000,1,2,1
642000,2,3,1
643000,2,3,1
644000,2,3,1
645000,1,3,1
646000,1,3,1
647000,1,3,1
648000,1,4,1
649000,2,4,1
650000,1,4,1
651000,2,4,0
652000,2,3,1
653000,1,2,1
654000,1,3,1
655000,2,4,1
656000,3,4,1
657000,1,3,0
658000,2,4,1
659000,3,4,1
660000,2,3,1
661000,3,4,1
662000,3,4,1
663000,1,4,1
664000,1,3,1
665000,2,3,1
666000,2,3,1
667000,1,2,1
668000,2,4,1
669000,2,3,1
670000,3,4,1
671000,3,4,1
672000,1,2,1
673000,1,4,1
674000,1,2,1
675000,2,3,1
676000,1,4,1
677000,1,4,1
678000,2,3,1
679000,2,4,1
680000,1,2,1
681000,1,2,1
682000,2,4,1
683000,3,4,1
684000,2,4,1
685000,1,3,1
686000,1,2,1
687000,2,4,1
688000,3,4,1
689000,1,2,1
690000,1,2,1
691000,3,4,1
692000,3,4,1
693000,2,3,1
694000,3,4,1
695000,3,4,1
696000,1,2,1
697000,2,4,1
698000,2,3,1
699000,2,3,1
700000,1,3,1
701000,1,3,0
702000,1,3,1
703000,2,3,1
704000,3,4,1
705000,1,3,1
706000,2,3,1
707000,1,4,1
708000,2,3,1
709000,2,3,0
710000,1,4,1
711000,2,4,1
712000,1,4,1
713000,1,4,0
714000,1,2,1
715000,1,4,1
716000,2,4,0
717000,1,4,0
718000,1,4,1
719000,3,4,1
720000,3,4,1
721000,2,4,1
722000,1,2,1
723000,1,4,1
724000,1,3,1
725000,2,3,1
726000,3,4,1
727000,3,4,1
728000,1,2,1
729000,2,4,1
730000,1,2,1
731000,2,4,0
732000,1,4,1
733000,3,4,1
734000,3,4,1
735000,2,4,1
736000,2,3,1
737000,3,4,1
738000,2,3,1
739000,1,2,1
740000,2,3,1
741000,2,3,1
742000,1,3,1
743000,1,4,1
744000,1,3,1
745000,2,4,0
746000,3,4,1
747000,2,4,1
748000,1,3,1
749000,1,3,1
750000,2,4,0
751000,1,3,1
752000,3,4,1
753000,3,4,1
754000,1,3,1
755000,2,3,1
756000,2,4,1
757000,3,4,1
758000,2,4,1
759000,2,4,1
760000,3,4,1
761000,1,2,1
762000,2,4,1
763000,1,4,1
764000,1,4,0
765000,1,4,0
766000,1,4,1
767000,2,4,1
768000,1,3,1
769000,2,3,1
770000,2,4,1
771000,2,3,1
772000,3,4,1
773000,1,4,0
774000,3,4,1
775000,2,4,1
776000,1,4,1
777000,2,3,1
778000,3,4,1
779000,2,4,1
780000,1,3,1
781000,1,3,1
782000,1,4,1
783000,3,4,1
784000,2,3,1
785000,1,3,1
786000,1,2,1
787000,1,4,1
788000,3,4,1
789000,2,4,1
790000,2,4,1
791000,2,3,1
792000,3,4,1
793000,1,4,1
794000,2,3,1
795000,1,4,1
796000,1,3,1
797000,1,4,1
798000,2,4,1
799000,2,3,1
800000,1,3,1
801000,2,4,1
802000,3,4,1
803000,3,4,1
804000,2,4,1
805000,2,3,1
806000,1,3,1
807000,1,3,1
808000,1,4,1
809000,3,4,1
810000,2,3,1
811000,2,4,0
812000,1,4,1
813000,1,4,0
814000,2,3,1
815000,1,4,1
816000,1,2,1
817000,2,3,1
818000,2,3,1
819000,3,4,1
820000,1,2,1
821000,1,2,1
822000,1,4,1
823000,2,4,1
824000,3,4,1
825000,1,2,1
826000,1,3,1
827000,2,3,1
828000,3,4,1
829000,3,4,1
830000,3,4,1
831000,2,3,1
832000,2,4,1
833000,3,4,1
834000,2,4,1
835000,1,2,1
836000,1,4,1
837000,2,4,1
838000,2,4,1
839000,2,3,1
840000,2,3,1
841000,1,2,1
842000,3,4,1
843000,3,4,1
844000,3,4,0
845000,2,4,0
846000,1,2,1
847000,1,3,1
848000,3,4,1
849000,3,4,1
850000,2,4,1
851000,2,4,1
852000,1,4,1
853000,2,3,1
854000,1,3,1
855000,2,4,0
856000,2,3,1
857000,1,4,1
858000,1,2,1
859000,1,3,0
860000,2,4,1
861000,3,4,1
862000,2,3,1
863000,3,4,1
864000,3,4,1
865000,1,2,1
866000,1,2,1
867000,1,2,1
868000,1,4,0
869000,1,3,1
870000,2,3,1
871000,2,4,1
872000,2,3,1
873000,2,3,1
874000,2,4,1
875000,2,4,1
876000,3,4,1
877000,3,4,1
878000,3,4,1
879000,3,4,1
880000,3,4,1
881000,2,4,1
882000,3,4,1
883000,1,4,1
884000,1,2,1
885000,2,4,1
886000,2,3,1
887000,2,4,1
888000,1,2,1
889000,2,4,1
890000,2,4,0
891000,1,4,1
892000,2,3,1
893000,2,4,1
894000,3,4,1
895000,1,4,0
896000,1,2,1
897000,1,2,1
898000,2,4,1
899000,3,4,1
900000,2,4,1
901000,2,4,1
902000,2,4,1
903000,1,4,0
904000,1,4,1
905000,2,3,1
906000,2,3,1
907000,2,3,1
908000,1,3,1
909000,2,4,1
910000,2,3,1
911000,2,3,1
912000,1,2,1
913000,1,4,1
914000,3,4,0
915000,1,3,1
916000,1,4,1
917000,1,2,0
918000,1,2,1
919000,1,2,1
920000,1,2,1
921000,1,2,1
922000,1,4,1
923000,3,4,1
924000,3,4,0
925000,3,4,0
926000,2,4,1
927000,3,4,1
928000,1,4,1
929000,1,2,1
930000,2,4,1
931000,1,4,1
932000,3,4,1
933000,3,4,1
934000,2,4,1
935000,1,3,1
936000,2,4,1
937000,1,2,1
938000,1,2,1
939000,2,3,1
940000,1,3,1
941000,3,4,1
942000,1,4,1
943000,1,3,1
944000,1,2,1
945000,2,3,1
946000,1,2,1
947000,1,2,0
948000,1,3,1
949000,1,3,1
950000,1,2,1
951000,1,4,1
952000,3,4,1
953000,1,2,1
954000,1,4,1
955000,3,4,1
956000,1,3,1
957000,3,4,1
958000,2,4,1
959000,1,3,1
960000,2,3,1
961000,2,3,1
962000,2,3,1
963000,1,2,1
964000,1,4,1
965000,3,4,1
966000,1,3,1
967000,2,3,1
968000,2,3,1
969000,1,3,1
970000,1,2,1
971000,3,4,1
972000,2,4,1
973000,1,2,1
974000,1,3,1
975000,1,2,1
976000,1,4,1
977000,1,4,0
978000,3,4,1
979000,2,3,1
980000,2,4,1
981000,3,4,1
982000,3,4,1
983000,1,2,1
984000,2,4,1
985000,2,4,0
986000,1,2,1
987000,1,2,1
988000,1,2,1
989000,2,4,1
990000,1,4,1
991000,3,4,1
992000,3,4,1
993000,3,4,1
994000,2,3,1
995000,1,4,1
996000,3,4,1
997000,2,3,1
998000,1,2,1
999000,1,4,1
1000000,1,2,1
1001000,3,4,0
1002000,2,4,1
1003000,3,4,1
1004000,1,4,1
1005000,1,2,1
1006000,3,4,1
1007000,1,4,1
1008000,3,4,1
1009000,2,4,1
1010000,1,2,1
1011000,1,4,1
1012000,1,3,0
1013000,1,4,1
1014000,1,2,1
1015000,1,2,1
1016000,2,3,1
1017000,3,4,1
1018000,2,3,1
1019000,1,3,1
1020000,3,4,1
1021000,3,4,0
1022000,1,2,1
1023000,1,4,1
1024000,3,4,1
1025000,2,3,1
1026000,2,3,0
1027000,2,4,1
1028000,3,4,1
1029000,2,4,1
1030000,1,2,1
1031000,2,4,1
1032000,2,3,1
1033000,1,2,1
1034000,2,4,1
1035000,2,4,1
1036000,1,4,1
1037000,1,4,1
1038000,2,4,1
1039000,3,4,1
1040000,1,4,1
1041000,3,4,1
1042000,2,3,1
1043000,2,4,0
1044000,1,3,1
1045000,1,2,1
1046000,2,4,1
1047000,1,2,1
1048000,2,3,1
1049000,1,4,1
1050000,1,4,1
1051000,2,4,1
1052000,1,3,1
1053000,2,4,1
1054000,2,3,1
1055000,2,3,1
1056000,1,2,1
1057000,1,2,1
1058000,1,2,1
1059000,1,2,1
1060000,3,4,1
1061000,1,2,1
1062000,1,2,1
1063000,1,2,1
1064000,2,3,1
1065000,1,3,1
1066000,2,3,1
1067000,2,3,1
1068000,1,2,1
1069000,1,3,0
1070000,2,3,1
1071000,1,3,1
1072000,2,4,1
1073000,2,3,1
1074000,1,4,0
1075000,2,3,1
1076000,2,3,1
1077000,1,3,1
1078000,1,2,1
1079000,1,4,1
1080000,3,4,1
1081000,2,4,1
1082000,1,2,1
1083000,1,3,1
1084000,3,4,1
1085000,2,4,1
1086000,1,2,1
1087000,1,2,1
1088000,2,3,1
1089000,1,3,1
1090000,2,4,1
1091000,1,3,0
1092000,1,3,1
1093000,1,3,1
1094000,1,2,1
1095000,1,3,1
1096000,2,3,1
1097000,1,3,1
1098000,1,4,1
1099000,1,4,1
1100000,1,3,1
1101000,2,4,0
1102000,1,2,1
1103000,1,4,1
1104000,3,4,1
1105000,2,3,1
1106000,1,2,1
1107000,2,4,1
1108000,1,4,1
1109000,2,3,1
1110000,3,4,1
1111000,2,4,1
1112000,3,4,1
1113000,2,3,0
1114000,1,2,1
1115000,1,2,1
1116000,1,4,1
1117000,3,4,1
1118000,1,2,1
1119000,2,3,1
1120000,1,2,1
1121000,1,3,1
1122000,3,4,1
1123000,1,4,0
1124000,2,3,1
1125000,1,2,1
1126000,2,4,1
1127000,2,3,1
1128000,2,3,1
1129000,2,3,1
1130000,1,4,1
1131000,2,4,1
1132000,1,4,1
1133000,2,3,1
1134000,1,4,1
1135000,2,3,1
1136000,1,2,1
1137000,1,4,1
1138000,1,4,1
1139000,1,3,1
1140000,1,2,1
1141000,1,3,1
1142000,1,2,0
1143000,3,4,1
1144000,1,4,0
1145000,1,4,0
1146000,1,4,0
1147000,1,2,1
1148000,3,4,1
1149000,1,3,1
1150000,2,3,0
1151000,1,2,1
1152000,2,3,1
1153000,1,3,1
1154000,3,4,1
1155000,1,3,1
1156000,1,2,1
1157000,2,3,1
1158000,3,4,1
1159000,1,3,1
1160000,1,2,1
1161000,2,3,1
1162000,1,3,1
1163000,1,3,1
1164000,1,4,1
1165000,3,4,1
1166000,1,3,1
1167000,1,4,1
1168000,2,4,0
1169000,1,2,1
1170000,3,4,1
1171000,2,4,1
1172000,2,4,1
1173000,1,3,1
1174000,3,4,1
1175000,2,4,1
1176000,3,4,1
1177000,1,2,1
1178000,1,3,1
1179000,1,3,1
1180000,2,3,1
1181000,1,4,0
1182000,2,4,0
1183000,1,2,1
1184000,3,4,1
1185000,1,4,1
1186000,2,3,1
1187000,1,3,1
1188000,2,4,1
1189000,3,4,0
1190000,2,4,0
1191000,2,4,1
1192000,1,3,0
1193000,1,4,1
1194000,1,2,1
1195000,2,3,1
1196000,3,4,1
1197000,1,4,0
1198000,3,4,1
1199000,2,3,1
1200000,2,3,1
1201000,1,3,1
1202000,3,4,1
1203000,2,3,1
1204000,1,3,1
1205000,3,4,1
1206000,3,4,1
1207000,1,3,1
1208000,1,3,1
1209000,2,3,1
1210000,3,4,1
1211000,2,4,1
1212000,1,2,1
1213000,2,3,1
1214000,2,4,1
1215000,1,2,1
1216000,2,3,1
1217000,3,4,1
1218000,1,3,0
1219000,3,4,1
1220000,2,4,1
1221000,1,2,1
1222000,2,3,1
1223000,1,2,1
1224000,2,3,1
1225000,1,4,1
1226000,1,4,0
1227000,2,4,1
1228000,3,4,1
1229000,1,2,1
1230000,2,3,1
1231000,2,4,1
1232000,2,4,1
1233000,2,4,1
1234000,3,4,1
1235000,2,4,1
1236000,1,3,1
1237000,2,3,1
1238000,1,3,1
1239000,1,2,1
1240000,3,4,1
1241000,1,4,1
1242000,2,3,1
1243000,1,2,1
1244000,1,2,1
1245000,2,4,0
1246000,1,3,1
1247000,1,4,1
1248000,1,2,1
1249000,2,3,1
1250000,1,3,1
1251000,1,2,1
1252000,2,4,1
1253000,1,3,1
1254000,3,4,1
1255000,2,4,1
1256000,1,3,1
1257000,1,3,1
1258000,1,3,1
1259000,2,3,1
1260000,2,4,1
1261000,3,4,1
1262000,3,4,1
1263000,1,2,1
1264000,1,3,1
1265000,1,4,0
1266000,3,4,1
1267000,1,3,1
1268000,1,2,1
1269000,2,3,1
1270000,1,3,1
1271000,1,2,1
1272000,2,4,1
1273000,1,2,1
1274000,1,2,1
1275000,2,3,1
1276000,1,2,1
1277000,3,4,1
1278000,1,3,1
1279000,1,4,1
1280000,2,4,0
1281000,3,4,1
1282000,1,2,1
1283000,1,2,1
1284000,1,3,1
1285000,1,2,1
1286000,1,4,1
1287000,2,4,1
1288000,2,4,0
1289000,1,2,1
1290000,1,2,1
1291000,2,3,1
1292000,1,3,1
1293000,2,4,0
1294000,1,2,1
1295000,3,4,1
1296000,2,3,0
1297000,1,4,0
1298000,3,4,1
1299000,2,3,1
1300000,2,4,1
1301000,1,4,1
1302000,3,4,1
1303000,2,4,1
1304000,3,4,1
1305000,2,3,1
1306000,2,4,0
1307000,3,4,1
1308000,2,3,0
1309000,2,4,1
1310000,3,4,1
1311000,1,3,1
1312000,3,4,1
1313000,2,3,1
1314000,1,3,1
1315000,1,3,1
1316000,1,3,0
1317000,2,3,1
1318000,1,3,1
1319000,1,4,1
1320000,1,4,0
1321000,2,4,1
1322000,1,2,1
1323000,2,3,1
1324000,3,4,1
1325000,1,3,1
1326000,3,4,1
1327000,2,4,1
1328000,1,3,1
1329000,3,4,1
1330000,3,4,1
1331000,1,2,1
1332000,1,2,1
1333000,1,2,1
1334000,2,4,1
1335000,2,4,1
1336000,1,3,1
1337000,3,4,1
1338000,1,3,1
1339000,1,3,1
1340000,2,3,1
1341000,2,3,1
1342000,3,4,1
1343000,1,2,1
1344000,1,3,1
1345000,2,3,1
1346000,2,4,1
1347000,1,4,0
1348000,3,4,1
1349000,3,4,1
1350000,2,3,1
1351000,2,4,1
1352000,1,2,0
1353000,1,2,1
1354000,3,4,1
1355000,2,3,1
1356000,1,3,1
1357000,3,4,1
1358000,3,4,1
1359000,2,3,0
1360000,2,4,0
1361000,2,3,1
1362000,1,3,1
1363000,2,4,1
1364000,1,4,0
1365000,1,4,0
1366000,1,4,1
1367000,1,2,1
1368000,2,4,1
1369000,3,4,1
1370000,1,2,1
1371000,2,3,1
1372000,1,4,1
1373000,2,3,1
1374000,1,2,1
1375000,3,4,1
1376000,2,3,1
1377000,1,3,1
1378000,1,2,1
1379000,2,4,1
1380000,2,4,1
1381000,2,4,1
1382000,3,4,1
1383000,2,4,1
1384000,1,4,0
1385000,1,4,0
1386000,3,4,1
1387000,1,4,1
1388000,2,3,1
1389000,2,3,1
1390000,1,2,1
1391000,2,3,1
1392000,3,4,1
1393000,1,4,0
1394000,1,2,0
1395000,3,4,1
1396000,3,4,1
1397000,1,4,1
1398000,2,4,1
1399000,1,2,1
1400000,1,4,1
1401000,3,4,1
1402000,2,4,1
1403000,1,3,1
1404000,3,4,1
1405000,1,3,1
1406000,1,3,1
1407000,1,3,1
1408000,2,3,0
1409000,3,4,0
1410000,3,4,1
1411000,2,4,1
1412000,1,3,1
1413000,3,4,1
1414000,1,3,1
1415000,1,3,0
1416000,3,4,1
1417000,2,3,1
1418000,1,3,1
1419000,1,4,0
1420000,2,4,1
1421000,1,4,1
1422000,1,4,0
1423000,2,3,1
1424000,1,3,0
1425000,2,4,1
1426000,1,3,1
1427000,2,4,1
1428000,1,4,1
1429000,3,4,1
1430000,1,3,1
1431000,1,3,1
1432000,2,4,1
1433000,1,4,1
1434000,2,3,1
1435000,2,4,1
1436000,1,3,1
1437000,1,2,1
1438000,2,3,1
1439000,2,4,1
1440000,2,4,1
1441000,1,4,1
1442000,2,3,1
1443000,1,3,1
1444000,2,4,1
1445000,1,4,1
1446000,1,2,1
1447000,1,2,1
1448000,2,3,1
1449000,1,2,1
1450000,1,2,1
1451000,1,4,1
1452000,2,3,1
1453000,1,3,1
1454000,2,4,1
1455000,2,3,1
1456000,1,4,1
1457000,1,4,0
1458000,1,2,1
1459000,2,4,1
1460000,1,4,1
1461000,2,3,1
1462000,2,3,1
1463000,2,3,1
1464000,3,4,1
1465000,1,2,1
1466000,2,3,1
1467000,2,3,1
1468000,1,3,1
1469000,1,2,1
1470000,1,3,1
1471000,2,4,1
1472000,1,3,1
1473000,2,3,0
1474000,2,4,0
1475000,1,3,1
1476000,2,3,1
1477000,1,4,1
1478000,2,4,1
1479000,3,4,1
1480000,2,3,1
1481000,2,4,1
1482000,3,4,1
1483000,3,4,1
1484000,3,4,1
1485000,2,3,1
1486000,1,3,1
1487000,1,2,1
1488000,3,4,1
1489000,2,3,1
1490000,1,2,1
1491000,1,2,1
1492000,1,2,1
1493000,1,3,1
1494000,3,4,1
1495000,2,3,1
