transcript_id,num_exon
gnl|WGS:NHYD|auto000379,5
gnl|WGS:NHYD|auto000381,4
gnl|WGS:NHYD|auto000383,9
gnl|WGS:NHYD|auto000385,6
gnl|WGS:NHYD|auto000387,4
gnl|WGS:NHYD|auto000391,1
gnl|WGS:NHYD|auto000392,1
gnl|WGS:NHYD|auto000393,8
gnl|WGS:NHYD|auto000394,1
gnl|WGS:NHYD|auto000399,3
gnl|WGS:NHYD|auto000401,14
gnl|WGS:NHYD|auto000403,7
gnl|WGS:NHYD|auto000408,2
gnl|WGS:NHYD|auto000409,1
gnl|WGS:NHYD|auto000410,1
gnl|WGS:NHYD|auto000417,9
gnl|WGS:NHYD|auto000427,1
gnl|WGS:NHYD|auto000429,3
gnl|WGS:NHYD|auto000431,6
gnl|WGS:NHYD|auto000433,5
gnl|WGS:NHYD|auto000435,8
gnl|WGS:NHYD|auto000437,8
gnl|WGS:NHYD|auto000439,6
gnl|WGS:NHYD|auto000449,2
gnl|WGS:NHYD|auto000457,4
gnl|WGS:NHYD|auto000459,2
gnl|WGS:NHYD|auto000461,7
gnl|WGS:NHYD|auto000471,4
gnl|WGS:NHYD|auto000479,2
gnl|WGS:NHYD|auto000481,12
gnl|WGS:NHYD|auto000483,4
gnl|WGS:NHYD|auto000485,3
gnl|WGS:NHYD|auto000487,6
gnl|WGS:NHYD|auto000489,6
gnl|WGS:NHYD|auto000491,8
gnl|WGS:NHYD|auto000493,8
gnl|WGS:NHYD|auto000497,3
gnl|WGS:NHYD|auto000503,2
gnl|WGS:NHYD|auto000506,1
gnl|WGS:NHYD|auto000517,3
gnl|WGS:NHYD|auto000519,13
gnl|WGS:NHYD|auto000521,4
gnl|WGS:NHYD|auto000523,2
gnl|WGS:NHYD|auto000525,2
gnl|WGS:NHYD|auto000527,13
gnl|WGS:NHYD|auto000529,7
gnl|WGS:NHYD|auto000533,3
gnl|WGS:NHYD|auto000536,1
gnl|WGS:NHYD|auto000539,7
gnl|WGS:NHYD|auto000541,10
gnl|WGS:NHYD|auto000543,10
gnl|WGS:NHYD|auto000545,14
gnl|WGS:NHYD|auto000547,7
gnl|WGS:NHYD|auto000549,18
gnl|WGS:NHYD|auto000551,5
gnl|WGS:NHYD|auto000553,3
gnl|WGS:NHYD|auto000555,5
gnl|WGS:NHYD|auto000557,10
gnl|WGS:NHYD|auto000558,1
gnl|WGS:NHYD|auto000561,4
gnl|WGS:NHYD|auto000563,2
gnl|WGS:NHYD|auto000564,1
gnl|WGS:NHYD|auto000569,2
gnl|WGS:NHYD|auto000571,7
gnl|WGS:NHYD|auto000573,1
gnl|WGS:NHYD|auto000575,4
gnl|WGS:NHYD|auto000577,1
gnl|WGS:NHYD|auto000578,7
gnl|WGS:NHYD|auto000581,11
gnl|WGS:NHYD|auto000585,1
gnl|WGS:NHYD|auto000587,2
gnl|WGS:NHYD|auto000589,3
gnl|WGS:NHYD|auto000591,2
gnl|WGS:NHYD|auto000601,2
gnl|WGS:NHYD|auto000609,5
gnl|WGS:NHYD|auto000611,1
gnl|WGS:NHYD|auto000612,3
gnl|WGS:NHYD|auto000619,3
gnl|WGS:NHYD|auto000625,1
gnl|WGS:NHYD|auto000626,8
gnl|WGS:NHYD|auto000629,6
gnl|WGS:NHYD|auto000631,9
gnl|WGS:NHYD|auto000637,2
gnl|WGS:NHYD|auto000638,1
gnl|WGS:NHYD|auto000643,4
gnl|WGS:NHYD|auto000647,2
gnl|WGS:NHYD|auto000649,3
gnl|WGS:NHYD|auto000651,3
gnl|WGS:NHYD|auto000652,1
gnl|WGS:NHYD|auto000655,9
gnl|WGS:NHYD|auto000657,17
gnl|WGS:NHYD|auto000659,12
gnl|WGS:NHYD|auto000661,19
gnl|WGS:NHYD|auto000663,3
gnl|WGS:NHYD|auto000665,2
gnl|WGS:NHYD|auto000667,4
gnl|WGS:NHYD|auto000669,11
gnl|WGS:NHYD|auto000671,10
gnl|WGS:NHYD|auto000673,4
gnl|WGS:NHYD|auto000675,6
gnl|WGS:NHYD|auto000677,8
gnl|WGS:NHYD|auto000679,17
gnl|WGS:NHYD|auto000681,5
gnl|WGS:NHYD|auto000683,10
gnl|WGS:NHYD|auto000685,2
gnl|WGS:NHYD|auto000687,9
gnl|WGS:NHYD|auto000689,3
gnl|WGS:NHYD|auto000693,5
gnl|WGS:NHYD|auto000695,5
gnl|WGS:NHYD|auto000697,1
gnl|WGS:NHYD|auto000701,1
gnl|WGS:NHYD|auto000703,3
gnl|WGS:NHYD|auto000707,8
gnl|WGS:NHYD|auto000709,4
gnl|WGS:NHYD|auto000711,6
gnl|WGS:NHYD|auto000713,7
gnl|WGS:NHYD|auto000715,2
gnl|WGS:NHYD|auto000723,2
gnl|WGS:NHYD|auto000737,5
gnl|WGS:NHYD|auto000739,7
gnl|WGS:NHYD|auto000741,8
gnl|WGS:NHYD|auto000743,11
gnl|WGS:NHYD|auto000745,6
gnl|WGS:NHYD|auto000747,7
gnl|WGS:NHYD|auto000749,10
gnl|WGS:NHYD|auto000751,2
gnl|WGS:NHYD|auto000759,2
gnl|WGS:NHYD|auto000761,5
gnl|WGS:NHYD|auto000763,4
gnl|WGS:NHYD|auto000767,1
gnl|WGS:NHYD|auto000773,1
gnl|WGS:NHYD|auto000775,21
gnl|WGS:NHYD|auto000777,4
gnl|WGS:NHYD|auto000779,4
gnl|WGS:NHYD|auto000785,2
gnl|WGS:NHYD|auto000787,2
gnl|WGS:NHYD|auto000789,2
gnl|WGS:NHYD|auto000791,1
gnl|WGS:NHYD|auto000799,15
gnl|WGS:NHYD|auto000801,20
gnl|WGS:NHYD|auto000803,9
gnl|WGS:NHYD|auto000804,1
gnl|WGS:NHYD|auto000807,10
gnl|WGS:NHYD|auto000813,2
gnl|WGS:NHYD|auto000815,2
gnl|WGS:NHYD|auto000817,9
gnl|WGS:NHYD|auto000818,1
gnl|WGS:NHYD|auto000821,3
gnl|WGS:NHYD|auto000823,2
gnl|WGS:NHYD|auto000825,4
gnl|WGS:NHYD|auto000831,4
gnl|WGS:NHYD|auto000833,1
gnl|WGS:NHYD|auto000834,3
gnl|WGS:NHYD|auto000835,1
gnl|WGS:NHYD|auto000839,6
gnl|WGS:NHYD|auto000841,17
gnl|WGS:NHYD|auto000843,16
gnl|WGS:NHYD|auto000845,7
gnl|WGS:NHYD|auto000847,14
gnl|WGS:NHYD|auto000849,16
gnl|WGS:NHYD|auto000851,8
gnl|WGS:NHYD|auto000853,9
gnl|WGS:NHYD|auto000855,8
gnl|WGS:NHYD|auto000857,2
gnl|WGS:NHYD|auto000858,1
gnl|WGS:NHYD|auto000861,1
gnl|WGS:NHYD|auto000862,7
gnl|WGS:NHYD|auto000865,12
gnl|WGS:NHYD|auto000867,7
gnl|WGS:NHYD|auto000869,12
gnl|WGS:NHYD|auto000871,2
gnl|WGS:NHYD|auto000873,3
gnl|WGS:NHYD|auto000878,3
gnl|WGS:NHYD|auto000881,4
gnl|WGS:NHYD|auto000887,4
gnl|WGS:NHYD|auto000891,4
gnl|WGS:NHYD|auto000905,10
gnl|WGS:NHYD|auto000907,7
gnl|WGS:NHYD|auto000909,6
gnl|WGS:NHYD|auto000911,19
gnl|WGS:NHYD|auto000913,15
gnl|WGS:NHYD|auto000915,8
gnl|WGS:NHYD|auto000917,8
gnl|WGS:NHYD|auto000919,17
gnl|WGS:NHYD|auto000921,6
gnl|WGS:NHYD|auto000923,2
gnl|WGS:NHYD|auto000925,3
gnl|WGS:NHYD|auto000927,11
gnl|WGS:NHYD|auto000929,2
gnl|WGS:NHYD|auto000931,10
gnl|WGS:NHYD|auto000933,4
gnl|WGS:NHYD|auto000935,8
gnl|WGS:NHYD|auto000937,5
gnl|WGS:NHYD|auto000939,7
gnl|WGS:NHYD|auto000941,21
gnl|WGS:NHYD|auto000943,5
gnl|WGS:NHYD|auto000945,3
gnl|WGS:NHYD|auto000949,1
gnl|WGS:NHYD|auto000950,2
gnl|WGS:NHYD|auto000951,1
gnl|WGS:NHYD|auto000955,2
gnl|WGS:NHYD|auto000957,2
gnl|WGS:NHYD|auto000959,2
gnl|WGS:NHYD|auto000961,12
gnl|WGS:NHYD|auto000963,2
gnl|WGS:NHYD|auto000967,2
gnl|WGS:NHYD|auto000969,8
gnl|WGS:NHYD|auto000971,11
gnl|WGS:NHYD|auto000977,1
gnl|WGS:NHYD|auto000978,3
gnl|WGS:NHYD|auto000983,3
gnl|WGS:NHYD|auto000987,2
gnl|WGS:NHYD|auto000994,3
gnl|WGS:NHYD|auto001001,9
gnl|WGS:NHYD|auto001003,13
gnl|WGS:NHYD|auto001005,4
gnl|WGS:NHYD|auto001007,3
gnl|WGS:NHYD|auto001009,3
gnl|WGS:NHYD|auto001015,2
gnl|WGS:NHYD|auto001025,5
gnl|WGS:NHYD|auto001027,6
gnl|WGS:NHYD|auto001031,9
gnl|WGS:NHYD|auto001033,2
gnl|WGS:NHYD|auto001035,5
gnl|WGS:NHYD|auto001037,3
gnl|WGS:NHYD|auto001041,1
gnl|WGS:NHYD|auto001042,3
gnl|WGS:NHYD|auto001045,2
gnl|WGS:NHYD|auto001047,7
gnl|WGS:NHYD|auto001049,2
gnl|WGS:NHYD|auto001051,4
gnl|WGS:NHYD|auto001053,4
gnl|WGS:NHYD|auto001055,3
gnl|WGS:NHYD|auto001057,5
gnl|WGS:NHYD|auto001059,10
gnl|WGS:NHYD|auto001063,15
gnl|WGS:NHYD|auto001065,4
gnl|WGS:NHYD|auto001067,7
gnl|WGS:NHYD|auto001069,4
gnl|WGS:NHYD|auto001071,19
gnl|WGS:NHYD|auto001073,8
gnl|WGS:NHYD|auto001077,1
gnl|WGS:NHYD|auto001078,2
gnl|WGS:NHYD|auto001083,8
gnl|WGS:NHYD|auto001085,7
gnl|WGS:NHYD|auto001087,3
gnl|WGS:NHYD|auto001089,3
gnl|WGS:NHYD|auto001091,2
gnl|WGS:NHYD|auto001093,6
gnl|WGS:NHYD|auto001095,7
gnl|WGS:NHYD|auto001097,4
gnl|WGS:NHYD|auto001099,6
gnl|WGS:NHYD|auto001101,5
gnl|WGS:NHYD|auto001103,7
gnl|WGS:NHYD|auto001105,19
gnl|WGS:NHYD|auto001107,11
gnl|WGS:NHYD|auto001109,7
gnl|WGS:NHYD|auto001111,7
gnl|WGS:NHYD|auto001113,3
gnl|WGS:NHYD|auto001115,4
gnl|WGS:NHYD|auto001117,5
gnl|WGS:NHYD|auto001119,4
gnl|WGS:NHYD|auto001121,6
gnl|WGS:NHYD|auto001123,3
gnl|WGS:NHYD|auto001125,6
gnl|WGS:NHYD|auto001127,12
gnl|WGS:NHYD|auto001129,14
gnl|WGS:NHYD|auto001131,13
gnl|WGS:NHYD|auto001133,3
gnl|WGS:NHYD|auto001135,8
gnl|WGS:NHYD|auto001137,4
gnl|WGS:NHYD|auto001157,4
gnl|WGS:NHYD|auto001159,4
gnl|WGS:NHYD|auto001171,2
gnl|WGS:NHYD|auto001173,8
gnl|WGS:NHYD|auto001175,2
gnl|WGS:NHYD|auto001177,5
gnl|WGS:NHYD|auto001179,4
gnl|WGS:NHYD|auto001181,2
gnl|WGS:NHYD|auto001183,5
gnl|WGS:NHYD|auto001187,2
gnl|WGS:NHYD|auto001195,2
gnl|WGS:NHYD|auto001197,1
gnl|WGS:NHYD|auto001199,12
gnl|WGS:NHYD|auto001201,7
gnl|WGS:NHYD|auto001211,1
gnl|WGS:NHYD|auto001213,3
gnl|WGS:NHYD|auto001215,10
gnl|WGS:NHYD|auto001217,2
gnl|WGS:NHYD|auto001219,4
gnl|WGS:NHYD|auto001221,17
gnl|WGS:NHYD|auto001225,2
gnl|WGS:NHYD|auto001227,2
gnl|WGS:NHYD|auto001229,13
gnl|WGS:NHYD|auto001231,6
gnl|WGS:NHYD|auto001233,14
gnl|WGS:NHYD|auto001235,5
gnl|WGS:NHYD|auto001237,8
gnl|WGS:NHYD|auto001239,4
gnl|WGS:NHYD|auto001245,2
gnl|WGS:NHYD|auto001249,5
gnl|WGS:NHYD|auto001251,6
gnl|WGS:NHYD|auto001253,2
gnl|WGS:NHYD|auto001255,3
gnl|WGS:NHYD|auto001257,12
gnl|WGS:NHYD|auto001259,2
gnl|WGS:NHYD|auto001261,5
gnl|WGS:NHYD|auto001263,2
gnl|WGS:NHYD|auto001265,2
gnl|WGS:NHYD|auto001269,3
gnl|WGS:NHYD|auto001271,9
gnl|WGS:NHYD|auto001273,4
gnl|WGS:NHYD|auto001277,3
gnl|WGS:NHYD|auto001281,3
gnl|WGS:NHYD|auto001283,5
gnl|WGS:NHYD|auto001285,4
gnl|WGS:NHYD|auto001287,2
gnl|WGS:NHYD|auto001289,5
gnl|WGS:NHYD|auto001291,14
gnl|WGS:NHYD|auto001297,7
gnl|WGS:NHYD|auto001303,9
gnl|WGS:NHYD|auto001311,11
gnl|WGS:NHYD|auto001313,9
gnl|WGS:NHYD|auto001315,7
gnl|WGS:NHYD|auto001317,3
gnl|WGS:NHYD|auto001321,5
gnl|WGS:NHYD|auto001323,10
gnl|WGS:NHYD|auto001325,4
gnl|WGS:NHYD|auto001327,4
gnl|WGS:NHYD|auto001329,9
gnl|WGS:NHYD|auto001331,9
gnl|WGS:NHYD|auto001333,3
gnl|WGS:NHYD|auto001335,6
gnl|WGS:NHYD|auto001337,8
gnl|WGS:NHYD|auto001339,3
gnl|WGS:NHYD|auto001341,12
gnl|WGS:NHYD|auto001343,2
gnl|WGS:NHYD|auto001349,5
gnl|WGS:NHYD|auto001351,5
gnl|WGS:NHYD|auto001357,5
gnl|WGS:NHYD|auto001359,4
gnl|WGS:NHYD|auto001361,4
gnl|WGS:NHYD|auto001363,12
gnl|WGS:NHYD|auto001365,5
gnl|WGS:NHYD|auto001367,4
gnl|WGS:NHYD|auto001369,8
gnl|WGS:NHYD|auto001371,4
gnl|WGS:NHYD|auto001373,4
gnl|WGS:NHYD|auto001377,15
gnl|WGS:NHYD|auto001379,3
gnl|WGS:NHYD|auto001381,2
gnl|WGS:NHYD|auto001383,1
gnl|WGS:NHYD|auto001385,7
gnl|WGS:NHYD|auto001389,4
gnl|WGS:NHYD|auto001391,3
gnl|WGS:NHYD|auto001393,17
gnl|WGS:NHYD|auto001402,1
gnl|WGS:NHYD|auto001405,3
gnl|WGS:NHYD|auto001413,2
gnl|WGS:NHYD|auto001415,1
gnl|WGS:NHYD|auto001419,5
gnl|WGS:NHYD|auto001421,4
gnl|WGS:NHYD|auto001425,8
gnl|WGS:NHYD|auto001427,2
gnl|WGS:NHYD|auto001433,7
gnl|WGS:NHYD|auto001435,4
gnl|WGS:NHYD|auto001437,3
gnl|WGS:NHYD|auto001441,1
gnl|WGS:NHYD|auto001443,2
gnl|WGS:NHYD|auto001445,3
gnl|WGS:NHYD|auto001447,3
gnl|WGS:NHYD|auto001457,1
gnl|WGS:NHYD|auto001459,11
gnl|WGS:NHYD|auto001461,4
gnl|WGS:NHYD|auto001463,6
gnl|WGS:NHYD|auto001465,4
gnl|WGS:NHYD|auto001467,4
gnl|WGS:NHYD|auto001469,8
gnl|WGS:NHYD|auto001471,10
gnl|WGS:NHYD|auto001473,10
gnl|WGS:NHYD|auto001475,6
gnl|WGS:NHYD|auto001477,10
gnl|WGS:NHYD|auto001479,9
gnl|WGS:NHYD|auto001481,4
gnl|WGS:NHYD|auto001483,3
gnl|WGS:NHYD|auto001485,9
gnl|WGS:NHYD|auto001487,4
gnl|WGS:NHYD|auto001489,5
gnl|WGS:NHYD|auto001491,30
gnl|WGS:NHYD|auto001493,10
gnl|WGS:NHYD|auto001495,3
gnl|WGS:NHYD|auto001497,4
gnl|WGS:NHYD|auto001499,5
gnl|WGS:NHYD|auto001501,5
gnl|WGS:NHYD|auto001503,8
gnl|WGS:NHYD|auto001505,3
gnl|WGS:NHYD|auto001507,7
gnl|WGS:NHYD|auto001509,11
gnl|WGS:NHYD|auto001511,11
gnl|WGS:NHYD|auto001513,12
gnl|WGS:NHYD|auto001515,8
gnl|WGS:NHYD|auto001517,4
gnl|WGS:NHYD|auto001519,5
gnl|WGS:NHYD|auto001521,23
gnl|WGS:NHYD|auto001523,7
gnl|WGS:NHYD|auto001525,4
gnl|WGS:NHYD|auto001527,21
gnl|WGS:NHYD|auto001529,4
gnl|WGS:NHYD|auto001535,2
gnl|WGS:NHYD|auto001545,6
gnl|WGS:NHYD|auto001551,7
gnl|WGS:NHYD|auto001555,1
gnl|WGS:NHYD|auto001559,3
gnl|WGS:NHYD|auto001561,10
gnl|WGS:NHYD|auto001563,3
gnl|WGS:NHYD|auto001565,7
gnl|WGS:NHYD|auto001567,8
gnl|WGS:NHYD|auto001569,9
gnl|WGS:NHYD|auto001575,6
gnl|WGS:NHYD|auto001577,7
gnl|WGS:NHYD|auto001579,3
gnl|WGS:NHYD|auto001581,5
gnl|WGS:NHYD|auto001587,3
gnl|WGS:NHYD|auto001597,1
gnl|WGS:NHYD|auto001598,4
gnl|WGS:NHYD|auto001601,2
gnl|WGS:NHYD|auto001615,1
gnl|WGS:NHYD|auto001617,1
gnl|WGS:NHYD|auto001618,1
gnl|WGS:NHYD|auto001621,3
gnl|WGS:NHYD|auto001623,1
gnl|WGS:NHYD|auto001631,3
gnl|WGS:NHYD|auto001633,13
gnl|WGS:NHYD|auto001635,6
gnl|WGS:NHYD|auto001637,3
gnl|WGS:NHYD|auto001639,8
gnl|WGS:NHYD|auto001641,3
gnl|WGS:NHYD|auto001643,3
gnl|WGS:NHYD|auto001653,2
gnl|WGS:NHYD|auto001667,1
gnl|WGS:NHYD|auto001679,2
gnl|WGS:NHYD|auto001681,1
gnl|WGS:NHYD|auto001683,2
gnl|WGS:NHYD|auto001685,10
gnl|WGS:NHYD|auto001687,3
gnl|WGS:NHYD|auto001689,6
gnl|WGS:NHYD|auto001693,5
gnl|WGS:NHYD|auto001694,1
gnl|WGS:NHYD|auto001699,4
gnl|WGS:NHYD|auto001703,13
gnl|WGS:NHYD|auto001705,7
gnl|WGS:NHYD|auto001707,2
gnl|WGS:NHYD|auto001711,8
gnl|WGS:NHYD|auto001713,1
gnl|WGS:NHYD|auto001717,5
gnl|WGS:NHYD|auto001719,5
gnl|WGS:NHYD|auto001721,16
gnl|WGS:NHYD|auto001723,6
gnl|WGS:NHYD|auto001725,4
gnl|WGS:NHYD|auto001727,3
gnl|WGS:NHYD|auto001729,14
gnl|WGS:NHYD|auto001733,5
gnl|WGS:NHYD|auto001739,5
gnl|WGS:NHYD|auto001743,2
gnl|WGS:NHYD|auto001745,1
gnl|WGS:NHYD|auto001749,12
gnl|WGS:NHYD|auto001751,2
gnl|WGS:NHYD|auto001755,11
gnl|WGS:NHYD|auto001757,4
gnl|WGS:NHYD|auto001765,3
gnl|WGS:NHYD|auto001771,7
gnl|WGS:NHYD|auto001773,2
gnl|WGS:NHYD|auto001775,12
gnl|WGS:NHYD|auto001779,3
gnl|WGS:NHYD|auto001781,3
gnl|WGS:NHYD|auto001783,3
gnl|WGS:NHYD|auto001786,6
gnl|WGS:NHYD|auto001789,10
gnl|WGS:NHYD|auto001791,15
gnl|WGS:NHYD|auto001793,3
gnl|WGS:NHYD|auto001795,9
gnl|WGS:NHYD|auto001797,12
gnl|WGS:NHYD|auto001799,1
gnl|WGS:NHYD|auto001800,4
gnl|WGS:NHYD|auto001803,2
gnl|WGS:NHYD|auto001805,6
gnl|WGS:NHYD|auto001807,13
gnl|WGS:NHYD|auto001809,6
gnl|WGS:NHYD|auto001811,23
gnl|WGS:NHYD|auto001813,1
gnl|WGS:NHYD|auto001814,21
gnl|WGS:NHYD|auto001817,30
gnl|WGS:NHYD|auto001821,11
gnl|WGS:NHYD|auto001822,1
gnl|WGS:NHYD|auto001823,1
gnl|WGS:NHYD|auto001829,10
gnl|WGS:NHYD|auto001831,8
gnl|WGS:NHYD|auto001833,4
gnl|WGS:NHYD|auto001835,16
gnl|WGS:NHYD|auto001837,1
gnl|WGS:NHYD|auto001838,1
gnl|WGS:NHYD|auto001841,9
gnl|WGS:NHYD|auto001845,3
gnl|WGS:NHYD|auto001849,3
gnl|WGS:NHYD|auto001855,3
gnl|WGS:NHYD|auto001857,1
gnl|WGS:NHYD|auto001861,33
gnl|WGS:NHYD|auto001863,5
gnl|WGS:NHYD|auto001865,13
gnl|WGS:NHYD|auto001867,5
gnl|WGS:NHYD|auto001869,3
gnl|WGS:NHYD|auto001871,1
gnl|WGS:NHYD|auto001872,36
gnl|WGS:NHYD|auto001875,3
gnl|WGS:NHYD|auto001877,9
gnl|WGS:NHYD|auto001879,10
gnl|WGS:NHYD|auto001881,14
gnl|WGS:NHYD|auto001883,4
gnl|WGS:NHYD|auto001887,5
gnl|WGS:NHYD|auto001893,3
gnl|WGS:NHYD|auto001895,5
gnl|WGS:NHYD|auto001897,13
gnl|WGS:NHYD|auto001899,16
gnl|WGS:NHYD|auto001901,5
gnl|WGS:NHYD|auto001903,3
gnl|WGS:NHYD|auto001905,2
gnl|WGS:NHYD|auto001909,19
gnl|WGS:NHYD|auto001911,4
gnl|WGS:NHYD|auto001912,1
gnl|WGS:NHYD|auto001913,1
gnl|WGS:NHYD|auto001917,5
gnl|WGS:NHYD|auto001919,3
gnl|WGS:NHYD|auto001921,4
gnl|WGS:NHYD|auto001925,30
gnl|WGS:NHYD|auto001926,1
gnl|WGS:NHYD|auto001929,8
gnl|WGS:NHYD|auto001931,6
gnl|WGS:NHYD|auto001937,3
gnl|WGS:NHYD|auto001939,4
gnl|WGS:NHYD|auto001941,5
gnl|WGS:NHYD|auto001943,4
gnl|WGS:NHYD|auto001944,1
gnl|WGS:NHYD|auto001947,4
gnl|WGS:NHYD|auto001949,13
gnl|WGS:NHYD|auto001951,2
gnl|WGS:NHYD|auto001953,23
gnl|WGS:NHYD|auto001955,18
gnl|WGS:NHYD|auto001957,3
gnl|WGS:NHYD|auto001959,13
gnl|WGS:NHYD|auto001961,28
gnl|WGS:NHYD|auto001963,1
gnl|WGS:NHYD|auto001964,5
gnl|WGS:NHYD|auto001967,6
gnl|WGS:NHYD|auto001969,15
gnl|WGS:NHYD|auto001971,17
gnl|WGS:NHYD|auto001973,9
gnl|WGS:NHYD|auto001979,1
gnl|WGS:NHYD|auto001987,2
gnl|WGS:NHYD|auto001989,10
gnl|WGS:NHYD|auto001999,1
gnl|WGS:NHYD|auto002009,3
gnl|WGS:NHYD|auto002011,4
gnl|WGS:NHYD|auto002025,3
gnl|WGS:NHYD|auto002029,6
gnl|WGS:NHYD|auto002031,1
gnl|WGS:NHYD|auto002041,6
gnl|WGS:NHYD|auto002045,5
gnl|WGS:NHYD|auto002046,1
gnl|WGS:NHYD|auto002049,5
gnl|WGS:NHYD|auto002051,11
