generation,rank_1,rank_2,swapAccepted
131000,3,4,1
132000,1,4,1
133000,3,4,1
134000,1,3,0
135000,1,2,1
136000,1,3,1
137000,1,2,1
138000,3,4,1
139000,2,4,1
140000,2,3,1
141000,1,3,1
142000,1,2,1
143000,2,3,1
144000,1,3,1
145000,2,4,1
146000,2,3,1
147000,3,4,1
148000,1,4,1
149000,2,3,1
150000,1,4,1
151000,2,4,1
152000,2,3,1
153000,1,3,1
154000,1,2,1
155000,2,4,1
156000,1,2,1
157000,3,4,1
158000,3,4,1
159000,1,3,1
160000,3,4,1
161000,2,3,1
162000,1,2,1
163000,1,3,1
164000,1,2,1
165000,1,4,1
166000,2,4,0
167000,1,2,1
168000,1,3,1
169000,3,4,1
170000,2,3,1
171000,2,4,1
172000,3,4,1
173000,1,3,1
174000,2,4,1
175000,1,2,1
176000,3,4,1
177000,1,3,1
178000,1,4,0
179000,3,4,1
180000,1,2,0
181000,2,4,1
182000,1,3,0
183000,1,2,1
184000,1,3,1
185000,2,3,1
186000,1,3,1
187000,1,4,0
188000,2,3,1
189000,1,3,1
190000,2,4,1
191000,3,4,1
192000,2,3,1
193000,3,4,1
194000,1,2,1
195000,1,4,1
196000,2,4,1
197000,2,4,1
198000,2,4,1
199000,1,3,1
200000,2,3,1
201000,1,4,1
202000,1,2,1
203000,1,2,1
204000,1,4,1
205000,2,3,1
206000,1,3,0
207000,2,3,0
208000,1,2,1
209000,2,3,0
210000,1,3,0
211000,1,4,1
212000,1,2,1
213000,1,3,1
214000,3,4,1
215000,1,4,1
216000,1,4,1
217000,1,3,1
218000,2,4,1
219000,2,3,1
220000,2,4,1
221000,1,3,0
222000,1,3,1
223000,3,4,0
224000,1,2,0
225000,2,3,1
226000,2,4,0
227000,1,3,1
228000,2,4,1
229000,1,4,1
230000,1,4,1
231000,3,4,1
232000,1,3,1
233000,1,3,0
234000,1,3,0
235000,3,4,1
236000,1,4,1
237000,3,4,1
238000,1,2,1
239000,2,4,1
240000,1,3,1
241000,1,2,1
242000,1,4,1
243000,2,3,1
244000,1,4,1
245000,2,4,1
246000,2,3,1
247000,2,3,1
248000,1,3,1
249000,2,4,0
250000,1,3,1
251000,1,2,1
252000,3,4,1
253000,1,4,1
254000,2,3,1
255000,1,4,1
256000,1,3,1
257000,1,2,0
258000,1,3,1
259000,1,4,1
260000,2,3,1
261000,2,4,0
262000,2,3,1
263000,2,4,1
264000,2,3,1
265000,1,2,1
266000,1,4,1
267000,2,3,1
268000,2,3,1
269000,1,3,1
270000,1,2,1
271000,2,4,1
272000,2,3,1
273000,2,4,1
274000,3,4,1
275000,2,3,1
276000,2,3,1
277000,1,4,1
278000,3,4,1
279000,1,2,0
280000,2,4,1
281000,1,4,0
282000,1,4,0
283000,1,2,1
284000,1,4,1
285000,3,4,1
286000,2,4,1
287000,2,4,1
288000,1,2,1
289000,1,4,1
290000,1,2,0
291000,1,2,1
292000,3,4,1
293000,2,3,1
294000,2,3,1
295000,1,3,1
296000,2,3,1
297000,2,3,1
298000,1,2,1
299000,2,3,0
300000,2,4,1
301000,1,3,1
302000,2,4,1
303000,2,3,1
304000,1,4,1
305000,2,3,1
306000,1,3,1
307000,1,3,1
308000,1,4,1
309000,2,4,0
310000,2,4,0
311000,1,3,1
312000,2,4,1
313000,1,2,1
314000,1,3,1
315000,1,3,0
316000,2,4,1
317000,1,4,1
318000,2,3,0
319000,2,4,1
320000,3,4,1
321000,3,4,1
322000,1,2,1
323000,2,4,1
324000,3,4,1
325000,2,3,1
326000,1,3,1
327000,3,4,0
328000,1,2,0
329000,2,4,0
330000,3,4,1
331000,1,3,0
332000,1,3,1
333000,1,4,1
334000,2,4,1
335000,3,4,1
336000,2,3,1
337000,1,2,1
338000,3,4,1
339000,1,2,1
340000,1,2,1
341000,1,2,1
342000,1,4,0
343000,1,3,1
344000,1,3,1
345000,2,4,0
346000,1,4,0
347000,1,2,1
348000,2,3,1
349000,3,4,1
350000,1,4,0
351000,1,3,1
352000,1,4,1
353000,1,2,1
354000,1,3,1
355000,1,2,0
356000,3,4,1
357000,1,3,1
358000,1,2,1
359000,1,2,1
360000,1,4,1
361000,3,4,1
362000,1,3,0
363000,1,2,1
364000,1,3,1
365000,3,4,1
366000,1,4,1
367000,1,4,0
368000,1,2,1
369000,2,3,1
370000,1,2,1
371000,1,3,0
372000,1,2,1
373000,1,2,1
374000,2,4,0
375000,2,3,1
376000,1,2,1
377000,3,4,1
378000,1,4,1
379000,1,2,1
380000,2,4,1
381000,2,4,1
382000,1,2,1
383000,3,4,1
384000,1,4,0
385000,3,4,1
386000,2,4,1
387000,1,3,1
388000,3,4,1
389000,3,4,1
390000,2,3,1
391000,1,2,1
392000,3,4,1
393000,1,3,1
394000,1,4,0
395000,1,3,0
396000,2,3,1
397000,1,4,1
398000,3,4,1
399000,2,3,1
400000,3,4,1
401000,2,3,1
402000,1,4,1
403000,2,4,1
404000,2,4,1
405000,1,4,1
406000,1,4,1
407000,1,4,0
408000,2,3,1
409000,1,2,1
410000,2,4,1
411000,2,4,1
412000,2,4,0
413000,1,4,1
414000,1,4,1
415000,1,2,1
416000,1,2,1
417000,2,4,1
418000,1,4,1
419000,1,4,1
420000,2,4,1
421000,2,3,0
422000,3,4,1
423000,1,4,1
424000,1,3,1
425000,2,4,1
426000,1,4,1
427000,1,3,0
428000,1,3,0
429000,1,4,1
430000,1,3,1
431000,3,4,1
432000,1,3,1
433000,2,4,0
434000,2,4,0
435000,2,4,0
436000,1,2,1
437000,2,3,1
438000,2,3,1
439000,1,3,1
440000,2,3,1
441000,3,4,1
442000,2,4,1
443000,1,4,1
444000,2,3,1
445000,2,4,1
446000,3,4,1
447000,2,4,1
448000,1,2,1
449000,1,2,1
450000,2,4,1
451000,2,4,1
452000,2,4,1
453000,1,2,1
454000,2,3,0
455000,2,3,1
456000,1,3,1
457000,3,4,1
458000,1,2,0
459000,1,2,1
460000,1,3,1
461000,3,4,1
462000,1,2,1
463000,2,3,1
464000,1,2,1
465000,3,4,1
466000,1,2,1
467000,3,4,1
468000,2,3,1
469000,1,2,1
470000,2,3,1
471000,2,3,1
472000,3,4,1
473000,2,3,1
474000,3,4,1
475000,2,3,1
476000,1,4,1
477000,2,4,1
478000,1,4,0
479000,1,2,1
480000,2,4,1
481000,1,2,1
482000,2,4,1
483000,3,4,1
484000,2,3,1
485000,1,3,1
486000,3,4,1
487000,2,4,0
488000,2,4,1
489000,2,4,1
490000,1,4,0
491000,1,3,0
492000,1,4,1
493000,2,4,1
494000,1,2,1
495000,3,4,1
496000,1,2,1
497000,1,2,1
498000,1,4,1
499000,3,4,1
500000,2,4,1
501000,1,2,1
502000,1,3,1
503000,2,4,1
504000,2,3,1
505000,1,3,1
506000,3,4,1
507000,2,4,1
508000,2,3,0
509000,1,3,1
510000,2,4,1
511000,2,3,0
512000,2,3,1
513000,1,3,1
514000,2,4,1
515000,1,4,0
516000,1,3,1
517000,2,3,1
518000,2,4,0
519000,1,3,1
520000,1,2,1
521000,2,4,1
522000,1,4,1
523000,1,2,1
524000,1,3,1
525000,2,4,1
526000,1,2,1
527000,1,4,1
528000,1,4,1
529000,2,4,0
530000,1,4,0
531000,1,3,1
532000,1,4,1
533000,1,2,1
534000,3,4,1
535000,1,3,1
536000,1,2,1
537000,2,3,1
538000,3,4,1
539000,1,3,1
540000,1,3,0
541000,2,4,1
542000,1,4,1
543000,1,2,1
544000,1,2,1
545000,1,4,1
546000,2,3,1
547000,2,3,1
548000,1,2,0
549000,1,2,0
550000,1,3,1
551000,1,3,1
552000,2,4,1
553000,1,2,0
554000,1,2,1
555000,2,3,1
556000,1,3,1
557000,1,4,0
558000,3,4,1
559000,3,4,1
560000,2,3,1
561000,1,4,0
562000,1,2,0
563000,1,4,0
564000,3,4,1
565000,3,4,1
566000,1,3,0
567000,2,3,1
568000,2,4,1
569000,3,4,1
570000,2,4,1
571000,1,2,0
572000,2,4,1
573000,1,2,0
574000,2,3,1
575000,3,4,1
576000,1,2,0
577000,2,4,1
578000,2,4,1
579000,3,4,1
580000,1,3,0
581000,1,4,1
582000,2,4,1
583000,1,3,0
584000,3,4,1
585000,2,4,0
586000,1,3,1
587000,1,4,1
588000,2,4,1
589000,2,3,1
590000,1,4,1
591000,1,3,1
592000,3,4,1
593000,1,3,1
594000,2,3,1
595000,2,4,1
596000,1,4,1
597000,2,4,0
598000,2,3,1
599000,2,4,1
600000,2,4,1
601000,1,3,1
602000,2,3,1
603000,1,3,0
604000,1,2,1
605000,2,4,1
606000,2,3,1
607000,1,2,1
608000,2,3,1
609000,1,2,1
610000,2,4,1
611000,1,2,1
612000,1,4,1
613000,2,4,1
614000,1,3,1
615000,1,2,1
616000,2,3,1
617000,2,4,1
618000,1,3,1
619000,1,4,1
620000,1,3,1
621000,1,3,0
622000,1,3,0
623000,3,4,1
624000,1,3,0
625000,2,3,1
626000,2,3,1
627000,3,4,1
628000,3,4,1
629000,2,3,1
630000,3,4,1
631000,2,4,1
632000,1,3,0
633000,1,4,0
634000,3,4,1
635000,1,2,1
636000,3,4,1
637000,2,4,1
638000,1,2,1
639000,1,2,1
640000,2,3,1
641000,3,4,1
642000,2,4,1
643000,2,3,1
644000,1,2,1
645000,1,2,1
646000,1,4,1
647000,1,3,1
648000,1,4,1
649000,3,4,1
650000,1,2,1
651000,3,4,1
652000,2,3,1
653000,2,3,1
654000,1,2,1
655000,2,3,1
656000,2,4,1
657000,1,4,1
658000,1,4,1
659000,3,4,0
660000,2,4,1
661000,3,4,1
662000,3,4,1
663000,2,4,1
664000,1,4,0
665000,1,2,1
666000,1,4,1
667000,1,4,1
668000,2,3,1
669000,1,2,1
670000,1,3,1
671000,1,2,1
672000,1,4,0
673000,1,3,1
674000,1,3,1
675000,2,4,1
676000,3,4,0
677000,1,3,1
678000,2,4,1
679000,1,2,1
680000,1,3,1
681000,2,3,1
682000,1,4,1
683000,1,4,1
684000,1,3,1
685000,1,4,0
686000,2,4,1
687000,2,3,1
688000,2,4,1
689000,2,4,1
690000,1,2,1
691000,3,4,1
692000,2,3,1
693000,2,3,1
694000,1,2,1
695000,1,2,1
696000,1,3,1
697000,2,3,1
698000,1,4,0
699000,1,2,1
700000,1,2,0
701000,1,3,1
702000,2,4,1
703000,2,4,1
704000,1,3,1
705000,3,4,1
706000,1,2,1
707000,2,4,1
708000,2,4,1
709000,1,2,1
710000,2,4,1
711000,1,3,0
712000,3,4,1
713000,1,4,0
714000,3,4,1
715000,1,3,1
716000,2,3,1
717000,2,4,1
718000,1,3,1
719000,3,4,1
720000,1,2,1
721000,1,3,1
722000,2,3,1
723000,3,4,1
724000,2,4,1
725000,2,3,1
726000,3,4,0
727000,1,4,1
728000,1,4,1
729000,3,4,1
730000,3,4,1
731000,3,4,1
732000,1,3,1
733000,3,4,1
734000,1,2,1
735000,2,3,1
736000,1,3,1
737000,2,4,0
738000,1,2,1
739000,1,3,1
740000,2,3,1
741000,1,3,1
742000,1,4,1
743000,1,3,1
744000,1,4,1
745000,2,4,0
746000,3,4,1
747000,3,4,1
748000,3,4,1
749000,2,4,1
750000,1,4,1
751000,2,3,1
752000,3,4,1
753000,2,4,1
754000,3,4,1
755000,1,2,1
756000,2,4,1
757000,3,4,1
758000,3,4,0
759000,2,4,1
760000,1,4,1
761000,2,3,1
762000,2,3,1
763000,2,4,1
764000,1,4,0
765000,2,3,1
766000,2,4,1
767000,2,3,1
768000,1,4,1
769000,2,4,0
770000,2,3,1
771000,1,2,1
772000,2,3,1
773000,3,4,1
774000,1,2,1
775000,1,4,1
776000,2,4,1
777000,2,3,1
778000,2,4,1
779000,2,3,1
780000,1,2,1
781000,1,4,1
782000,1,2,1
783000,2,4,1
784000,1,3,1
785000,1,2,1
786000,2,3,1
787000,2,4,1
788000,1,2,1
789000,2,3,1
790000,2,4,1
791000,3,4,0
792000,3,4,1
793000,1,2,1
794000,3,4,1
795000,1,2,1
796000,1,4,1
797000,2,4,1
798000,1,2,1
799000,3,4,1
800000,1,4,1
801000,2,4,1
802000,1,2,1
803000,1,4,1
804000,2,3,1
805000,1,2,1
806000,1,2,1
807000,1,4,1
808000,2,3,1
809000,3,4,1
810000,3,4,1
811000,3,4,1
812000,1,2,1
813000,1,2,1
814000,1,3,1
815000,1,2,1
816000,1,4,1
817000,1,3,1
818000,2,4,1
819000,2,3,1
820000,1,2,1
821000,1,3,1
822000,1,2,1
823000,1,2,1
824000,1,3,0
825000,1,2,1
826000,2,3,0
827000,1,3,1
828000,1,4,1
829000,2,3,1
830000,1,2,1
831000,2,3,1
832000,1,4,1
833000,3,4,1
834000,1,4,1
835000,1,2,1
836000,2,3,1
837000,1,3,1
838000,3,4,1
839000,1,4,1
840000,3,4,1
841000,1,2,1
842000,1,3,1
843000,1,4,1
844000,2,4,1
845000,3,4,1
846000,1,4,1
847000,1,2,1
848000,3,4,1
849000,1,3,1
850000,1,3,0
851000,1,3,1
852000,2,3,1
853000,2,3,1
854000,1,3,1
855000,1,4,1
856000,2,4,1
857000,1,3,1
858000,3,4,1
859000,2,3,1
860000,2,3,1
861000,3,4,1
862000,1,3,1
863000,1,3,1
864000,2,4,0
865000,1,2,1
866000,3,4,1
867000,1,2,1
868000,1,2,1
869000,2,3,1
870000,2,3,1
871000,3,4,1
872000,1,3,1
873000,1,3,1
874000,1,3,1
875000,2,4,1
876000,1,2,0
877000,2,4,1
878000,2,4,1
879000,2,4,1
880000,3,4,1
881000,2,4,1
882000,3,4,1
883000,2,3,1
884000,3,4,0
885000,3,4,1
886000,1,2,0
887000,3,4,1
888000,3,4,1
889000,2,3,1
890000,2,4,1
891000,3,4,1
892000,1,2,1
893000,1,2,1
894000,2,3,1
895000,1,4,1
896000,1,4,1
897000,1,4,1
898000,1,4,1
899000,3,4,1
900000,2,4,1
901000,1,2,1
902000,2,4,1
903000,2,4,1
904000,2,3,1
905000,1,2,1
906000,1,3,1
907000,2,3,1
908000,2,3,1
909000,1,2,1
910000,1,2,1
911000,1,3,0
912000,2,4,1
913000,1,4,1
914000,2,3,1
915000,1,3,0
916000,1,3,0
917000,1,3,1
918000,1,2,1
919000,3,4,1
920000,1,4,1
921000,1,2,0
922000,3,4,1
923000,3,4,1
924000,1,3,1
925000,1,4,0
926000,2,3,1
927000,1,3,1
928000,2,3,1
929000,2,4,1
930000,1,2,1
931000,1,2,1
932000,1,3,1
933000,1,3,1
934000,2,4,1
935000,2,3,1
936000,1,3,1
937000,3,4,1
938000,3,4,1
939000,1,2,1
940000,3,4,1
941000,1,4,0
942000,1,3,0
943000,1,2,1
944000,3,4,1
945000,2,3,1
946000,2,3,1
947000,3,4,1
948000,3,4,1
949000,1,3,1
950000,2,4,1
951000,3,4,1
952000,2,3,1
953000,1,3,0
954000,1,4,1
955000,1,3,1
956000,2,3,1
957000,1,4,1
958000,2,3,1
959000,1,3,1
960000,1,3,1
961000,3,4,0
962000,1,3,1
963000,1,3,1
964000,2,3,1
965000,2,3,1
966000,3,4,1
967000,2,3,0
968000,1,2,1
969000,3,4,1
970000,1,4,0
971000,1,3,1
972000,1,3,1
973000,1,3,0
974000,3,4,1
975000,3,4,1
976000,2,4,1
977000,1,4,0
978000,1,2,1
979000,2,4,1
980000,1,3,1
981000,2,4,1
982000,1,3,0
983000,1,3,1
984000,2,4,0
985000,2,3,1
986000,1,2,1
987000,1,3,1
988000,1,4,0
989000,1,3,1
990000,2,4,1
991000,1,3,1
992000,1,3,1
993000,1,3,1
994000,1,2,1
995000,2,4,0
996000,1,4,0
997000,1,3,1
998000,1,2,1
999000,2,4,1
1000000,2,3,1
1001000,1,3,0
1002000,3,4,1
1003000,2,3,1
1004000,2,4,1
1005000,1,4,0
1006000,1,2,1
1007000,3,4,1
1008000,2,4,1
1009000,2,3,1
1010000,1,2,1
1011000,3,4,1
1012000,2,4,1
1013000,1,4,0
1014000,3,4,1
1015000,1,4,1
1016000,3,4,1
1017000,2,3,1
1018000,1,2,1
1019000,2,3,1
1020000,2,4,1
1021000,2,3,1
1022000,1,2,1
1023000,3,4,1
1024000,3,4,1
1025000,1,2,1
1026000,1,2,1
1027000,3,4,1
1028000,2,3,1
1029000,1,2,0
1030000,2,4,1
1031000,2,4,1
1032000,2,4,1
1033000,1,2,1
1034000,1,4,1
1035000,3,4,1
1036000,2,4,1
1037000,2,4,1
1038000,3,4,1
1039000,1,4,1
1040000,2,4,0
1041000,1,3,1
1042000,1,2,1
1043000,2,3,1
1044000,2,4,1
1045000,1,3,1
1046000,1,4,1
1047000,2,3,1
1048000,1,2,1
1049000,3,4,1
1050000,1,2,1
1051000,2,4,1
1052000,1,4,1
1053000,1,3,1
1054000,2,3,1
1055000,1,2,1
1056000,1,3,1
1057000,2,4,1
1058000,1,3,1
1059000,2,3,1
1060000,2,4,1
1061000,3,4,1
1062000,2,4,1
1063000,2,3,1
1064000,1,3,1
1065000,3,4,1
1066000,2,3,1
1067000,2,3,1
1068000,2,3,1
1069000,2,4,1
1070000,1,4,0
1071000,2,3,1
1072000,2,3,1
1073000,2,3,1
1074000,2,3,1
1075000,2,4,0
1076000,2,3,0
1077000,3,4,1
1078000,1,4,1
1079000,3,4,1
1080000,2,3,1
1081000,1,2,1
1082000,3,4,0
1083000,3,4,0
1084000,1,3,1
1085000,1,4,0
1086000,1,2,1
1087000,2,4,1
1088000,1,4,1
1089000,2,3,1
1090000,1,4,0
1091000,3,4,1
1092000,1,3,0
1093000,2,3,1
1094000,2,3,1
1095000,1,2,1
1096000,2,3,1
1097000,2,4,1
1098000,2,3,1
1099000,2,3,1
1100000,1,2,1
1101000,1,2,1
1102000,3,4,1
1103000,1,2,1
1104000,1,4,1
1105000,2,3,1
1106000,2,3,0
1107000,1,3,1
1108000,3,4,0
1109000,3,4,1
1110000,2,3,1
1111000,1,3,1
1112000,3,4,1
1113000,2,3,1
1114000,1,2,1
1115000,1,2,1
1116000,1,3,1
1117000,2,3,1
1118000,2,3,1
1119000,1,4,1
1120000,2,4,1
1121000,2,3,1
1122000,1,2,1
1123000,2,4,1
1124000,1,3,1
1125000,1,4,0
1126000,1,3,1
1127000,1,3,1
1128000,3,4,1
1129000,2,4,1
1130000,1,3,0
1131000,3,4,1
1132000,2,3,1
1133000,1,3,1
1134000,3,4,1
1135000,1,4,1
1136000,2,3,0
1137000,1,3,1
1138000,2,4,1
1139000,1,2,1
1140000,3,4,1
1141000,2,3,1
1142000,3,4,1
1143000,1,3,1
1144000,2,3,1
1145000,1,2,1
1146000,1,4,1
1147000,2,3,1
1148000,1,4,1
1149000,1,4,1
1150000,1,2,1
1151000,3,4,1
1152000,1,4,1
1153000,2,4,1
1154000,3,4,1
1155000,1,3,1
1156000,1,2,1
1157000,3,4,1
1158000,2,4,1
1159000,1,3,1
1160000,1,3,1
1161000,3,4,1
1162000,1,4,0
1163000,1,2,1
1164000,1,2,1
1165000,2,4,0
1166000,2,3,1
1167000,1,4,0
1168000,3,4,1
1169000,1,3,0
1170000,2,3,1
1171000,3,4,1
1172000,1,3,1
1173000,1,4,1
1174000,1,3,1
1175000,1,3,0
1176000,2,4,1
1177000,3,4,1
1178000,1,4,0
1179000,3,4,1
1180000,2,3,0
1181000,1,2,1
1182000,1,2,1
1183000,1,4,0
1184000,3,4,0
1185000,1,2,1
1186000,2,4,0
1187000,1,2,1
1188000,1,3,1
1189000,1,4,1
1190000,2,3,1
1191000,3,4,0
1192000,2,4,0
1193000,2,4,0
1194000,1,4,1
1195000,2,3,1
1196000,1,4,1
1197000,1,3,1
1198000,2,4,1
1199000,1,3,0
1200000,3,4,1
1201000,1,3,0
1202000,1,3,0
1203000,1,4,0
1204000,2,3,1
1205000,2,3,1
1206000,2,3,1
1207000,1,4,0
1208000,2,3,0
1209000,3,4,1
1210000,1,2,0
1211000,1,2,0
1212000,1,4,0
1213000,1,3,0
1214000,1,3,1
1215000,1,2,1
1216000,2,3,1
1217000,3,4,1
1218000,2,4,0
1219000,3,4,1
1220000,3,4,1
1221000,1,4,1
1222000,1,2,1
1223000,3,4,1
1224000,2,4,0
1225000,1,3,0
1226000,3,4,1
1227000,2,4,1
1228000,1,3,1
1229000,2,3,1
1230000,2,4,0
1231000,2,3,0
1232000,3,4,1
1233000,3,4,1
1234000,3,4,1
1235000,1,4,1
1236000,3,4,1
1237000,1,2,1
1238000,1,3,1
1239000,2,3,1
1240000,1,4,1
1241000,2,4,1
1242000,2,4,1
1243000,1,3,1
1244000,1,2,1
1245000,2,4,1
1246000,1,4,0
1247000,3,4,1
1248000,2,3,1
1249000,1,2,1
1250000,3,4,1
1251000,2,3,0
1252000,1,4,1
1253000,1,3,1
1254000,2,4,1
1255000,1,4,1
1256000,1,3,1
1257000,1,3,1
1258000,3,4,1
1259000,3,4,1
1260000,3,4,1
1261000,2,3,1
1262000,1,3,1
1263000,1,3,1
1264000,3,4,1
1265000,1,3,0
1266000,1,3,1
1267000,1,3,1
1268000,3,4,1
1269000,2,3,1
1270000,2,4,0
1271000,1,3,0
1272000,1,2,0
1273000,2,4,0
1274000,1,4,1
1275000,3,4,1
1276000,1,4,1
1277000,1,4,1
1278000,2,3,1
1279000,3,4,1
1280000,1,4,1
1281000,1,4,0
1282000,2,4,1
1283000,1,2,1
1284000,1,4,1
1285000,3,4,1
1286000,1,2,1
1287000,1,4,0
1288000,2,3,0
1289000,2,3,1
1290000,1,4,0
1291000,2,3,1
1292000,1,3,0
1293000,3,4,1
1294000,1,2,1
1295000,1,4,1
1296000,3,4,1
1297000,2,3,1
1298000,1,2,1
1299000,1,2,1
1300000,1,3,1
1301000,1,2,1
1302000,1,2,0
1303000,1,3,1
1304000,1,4,0
1305000,1,3,1
1306000,3,4,1
1307000,1,2,1
1308000,1,2,1
1309000,1,2,1
1310000,2,4,1
1311000,2,4,1
1312000,2,3,1
1313000,1,4,1
1314000,1,4,1
1315000,1,2,1
1316000,2,3,1
1317000,1,4,1
1318000,1,3,1
1319000,1,2,1
1320000,2,4,1
1321000,1,4,0
1322000,2,3,1
1323000,1,4,0
1324000,1,2,1
1325000,2,3,0
1326000,1,2,1
1327000,1,2,1
1328000,1,3,1
1329000,2,4,1
1330000,3,4,1
1331000,2,4,0
1332000,2,4,1
1333000,2,3,1
1334000,3,4,1
1335000,1,3,1
1336000,2,3,1
1337000,1,3,1
1338000,2,4,1
1339000,2,3,1
1340000,2,3,1
1341000,1,2,1
1342000,1,4,1
1343000,3,4,1
1344000,1,2,1
1345000,1,2,1
1346000,1,3,1
1347000,1,2,1
1348000,1,4,1
1349000,1,3,0
1350000,1,4,1
1351000,1,4,0
1352000,1,2,1
1353000,1,3,1
1354000,1,4,1
1355000,2,4,1
1356000,1,2,1
1357000,2,4,1
1358000,1,4,1
1359000,1,2,1
1360000,1,2,1
1361000,2,3,1
1362000,2,3,1
1363000,3,4,1
1364000,1,2,1
1365000,1,3,0
1366000,2,4,1
1367000,2,3,1
1368000,1,4,1
1369000,1,4,1
1370000,2,4,1
1371000,1,2,1
1372000,1,3,1
1373000,1,3,1
1374000,3,4,1
1375000,2,4,1
1376000,2,3,1
1377000,2,4,1
1378000,2,4,0
1379000,1,3,1
1380000,1,2,1
1381000,1,3,1
1382000,1,3,1
1383000,1,4,0
1384000,3,4,1
1385000,3,4,1
1386000,2,3,1
1387000,2,3,1
1388000,1,3,1
1389000,2,4,1
1390000,1,4,1
1391000,1,2,1
1392000,2,3,1
1393000,3,4,1
1394000,1,4,1
1395000,1,2,1
1396000,1,3,1
1397000,1,2,1
1398000,1,3,1
1399000,2,4,0
1400000,1,2,0
1401000,2,4,0
1402000,3,4,1
1403000,2,3,1
1404000,3,4,1
1405000,2,4,0
1406000,1,2,0
1407000,2,3,1
1408000,3,4,1
1409000,1,2,0
1410000,1,4,0
1411000,1,4,1
1412000,2,3,1
1413000,1,4,1
1414000,2,4,0
1415000,2,3,1
1416000,2,4,1
1417000,3,4,1
1418000,1,4,0
1419000,2,4,1
1420000,2,3,1
1421000,3,4,1
1422000,1,3,0
1423000,1,4,0
1424000,2,3,0
1425000,2,3,1
1426000,1,4,1
1427000,1,4,1
1428000,1,3,0
1429000,1,2,1
1430000,1,2,1
1431000,1,3,0
1432000,1,3,1
1433000,1,4,1
1434000,1,3,1
1435000,2,3,1
1436000,1,4,1
1437000,1,2,1
1438000,2,3,1
1439000,1,2,1
1440000,1,4,1
1441000,3,4,1
1442000,3,4,1
1443000,1,3,1
1444000,1,4,1
1445000,1,2,1
1446000,3,4,1
1447000,1,3,1
1448000,3,4,1
1449000,1,4,1
1450000,1,4,0
1451000,1,2,1
1452000,2,4,1
1453000,1,3,1
1454000,2,3,1
1455000,1,4,0
1456000,2,4,1
1457000,1,4,0
1458000,1,4,1
1459000,1,2,1
1460000,1,4,1
1461000,2,3,1
1462000,2,4,1
1463000,2,3,1
1464000,1,2,0
1465000,2,3,1
1466000,2,4,1
1467000,1,4,0
1468000,1,2,1
1469000,1,2,1
1470000,1,3,0
1471000,2,4,1
1472000,2,4,1
1473000,1,4,0
1474000,1,2,1
1475000,2,3,0
1476000,3,4,1
1477000,1,2,1
1478000,2,3,1
1479000,1,4,0
1480000,3,4,1
1481000,2,3,1
1482000,2,3,1
1483000,3,4,1
1484000,2,4,1
1485000,1,2,0
1486000,1,3,1
1487000,1,2,1
1488000,1,3,1
1489000,1,2,1
1490000,1,4,1
1491000,1,2,1
1492000,3,4,1
1493000,1,3,1
1494000,1,2,1
1495000,1,2,1
