species,commonName,group,database,taxid,link,filePrefix,num_transcript,num_gene,num_exon,num_uniqExon,min_transcriptPerGene,min_exonPerTranscript,min_exonPerGene,q1_transcriptPerGene,q1_exonPerTranscript,q1_exonPerGene,median_transcriptPerGene,median_exonPerTranscript,median_exonPerGene,q3_transcriptPerGene,q3_exonPerTranscript,q3_exonPerGene,max_transcriptPerGene,max_exonPerTranscript,max_exonPerGene,mean_transcriptPerGene,mean_exonPerTranscript,mean_exonPerGene,std_transcriptPerGene,std_exonPerTranscript,std_exonPerGene
Cucumis_melo,melon,Cucurbitales,refseq,3656_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/045/GCF_000313045.1_ASM31304v1/GCF_000313045.1_ASM31304v1_genomic.gtf.gz,GCF_000313045.1_ASM31304v1_genomic.WG_filter,30024,18716,216811,130948,1,1,1,1,3,2,1,6,5,2,10,10,25,79,83,1.604188929,7.221256328,6.997007908,1.339544896,5.847730863,6.209443707
Cucurbita_maxima,pumpkin,Cucurbitales,refseq,3661_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/738/345/GCF_002738345.1_Cmax_1.0/GCF_002738345.1_Cmax_1.0_genomic.gtf.gz,GCF_002738345.1_Cmax_1.0_genomic.WG_filter,43473,26301,312904,189342,1,1,1,1,3,3,1,6,6,2,10,10,22,79,80,1.652902931,7.197662917,7.199384054,1.305390271,5.682181311,6.116065082
Durio_zibethinus,durian,Malvales,refseq,66656_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/303/985/GCF_002303985.1_Duzib1.0/GCF_002303985.1_Duzib1.0_genomic.gtf.gz,GCF_002303985.1_Duzib1.0_genomic.WG_filter,63408,33813,497436,242984,1,1,1,1,3,2,1,6,5,2,11,10,50,79,99,1.875255079,7.845003785,7.186673765,1.842456957,6.586915844,6.606563786
Erythranthe_guttata,spotted monkey flower,Lamiales,refseq,4155_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/015/GCF_000504015.1_Mimgu1_0/GCF_000504015.1_Mimgu1_0_genomic.gtf.gz,GCF_000504015.1_Mimgu1_0_genomic.WG_filter,29167,24612,177145,143222,1,1,1,1,2,2,1,4,4,1,8,8,17,79,79,1.185072322,6.073473446,5.819640826,0.583173772,5.585169165,5.493397493
Eucalyptus_grandis,rose gum,Myrtales,refseq,71139_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/545/825/GCF_016545825.1_ASM1654582v1/GCF_016545825.1_ASM1654582v1_genomic.gtf.gz,GCF_016545825.1_ASM1654582v1_genomic.WG_filter,35176,24147,240624,160770,1,1,1,1,3,2,1,5,5,1,9,9,41,80,84,1.456744109,6.840573118,6.658259825,1.32259495,5.718156308,5.89550479
Eutrema_salsugineum,saltwater cress,Brassicales,refseq,72664_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/725/GCF_000478725.1_Eutsalg1_0/GCF_000478725.1_Eutsalg1_0_genomic.gtf.gz,GCF_000478725.1_Eutsalg1_0_genomic.WG_filter,32577,25484,204853,152509,1,1,1,1,2,2,1,5,4,1,9,8,22,79,79,1.278331502,6.288270866,5.985049443,0.79329279,5.606997081,5.559675451
Glycine_max,soy beans,Fabales,refseq,3847_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.6_Glycine_max_v4.0/GCF_000004515.6_Glycine_max_v4.0_genomic.gtf.gz,GCF_000004515.6_Glycine_max_v4.0_genomic.WG_filter,70091,41539,497844,286676,1,1,1,1,3,2,1,6,5,2,10,10,47,78,82,1.687354053,7.102823472,6.901923494,1.635207947,5.646882952,6.162106347
Gossypium_arboreum,tree cotton,Malvales,refseq,29729_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/285/GCF_000612285.1_Gossypium_arboreum_v1.0/GCF_000612285.1_Gossypium_arboreum_v1.0_genomic.gtf.gz,GCF_000612285.1_Gossypium_arboreum_v1.0_genomic.WG_filter,46432,32309,307199,202245,1,1,1,1,3,2,1,5,5,1,9,9,40,79,81,1.437122783,6.616105272,6.26036089,1.104700792,5.640757076,5.775117514
Helianthus_annuus,common sunflower,Asterales,refseq,4232_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.gtf.gz,GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.WG_filter,56751,40549,355869,231544,1,1,1,1,2,2,1,5,4,1,9,8,50,77,79,1.399565957,6.270708886,5.710892994,1.38209488,5.449229181,5.547568867
Hevea_brasiliensis,rubber tree,Malpighiales,refseq,3981_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/055/GCF_001654055.1_ASM165405v1/GCF_001654055.1_ASM165405v1_genomic.gtf.gz,GCF_001654055.1_ASM165405v1_genomic.WG_filter,57812,32745,413065,226208,1,1,1,1,3,2,1,6,5,2,10,9,50,79,81,1.765521454,7.144969902,6.908718888,1.674437321,5.683806057,6.201922735
Ipomoea_nil,Japanese morning glory,Solanales,refseq,35883_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/475/GCF_001879475.1_Asagao_1.1/GCF_001879475.1_Asagao_1.1_genomic.gtf.gz,GCF_001879475.1_Asagao_1.1_genomic.WG_filter,46803,30505,307301,194237,1,1,1,1,3,2,1,5,5,2,9,9,27,79,84,1.53427307,6.565839797,6.367513522,1.166119784,5.754603571,5.858689802
Lactuca_sativa,lettuce,Asterales,refseq,4236_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.2_Lsat_Salinas_v7/GCF_002870075.2_Lsat_Salinas_v7_genomic.gtf.gz,GCF_002870075.2_Lsat_Salinas_v7_genomic.WG_filter,40431,30123,248900,175005,1,1,1,1,2,2,1,5,4,1,8,8,35,77,79,1.342196992,6.156167297,5.809912691,1.065428655,5.351812645,5.473543882
Malus_domestica,apple,Rosales,refseq,3750_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1/GCF_002114115.1_ASM211411v1_genomic.gtf.gz,GCF_002114115.1_ASM211411v1_genomic.WG_filter,42554,27986,297877,190544,1,1,1,1,3,2,1,6,5,2,10,9,50,80,80,1.520545987,6.9999765,6.809154577,1.368455544,5.59307771,6.042218492
Manihot_esculenta,cassava/yuca (not yucca),Malpighiales,refseq,3983_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8/GCF_001659605.2_M.esculenta_v8_genomic.gtf.gz,GCF_001659605.2_M.esculenta_v8_genomic.WG_filter,47459,26030,360035,185724,1,1,1,1,3,2,1,6,5,2,10,10,48,79,92,1.823242413,7.586232327,7.135958509,1.781547457,6.242902066,6.429592022
Momordica_charantia,Bitter gourd,Cucurbitales,refseq,3673_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/995/035/GCF_001995035.1_ASM199503v1/GCF_001995035.1_ASM199503v1_genomic.gtf.gz,GCF_001995035.1_ASM199503v1_genomic.WG_filter,28953,18650,208033,129606,1,1,1,1,3,2,1,6,5,2,10,10,27,79,87,1.552439678,7.185196698,6.949436997,1.243724426,5.819374599,6.068148025
Nelumbo_nucifera,sacred lotus,"	Proteales",refseq,4432_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/185/GCF_000365185.1_Chinese_Lotus_1.1/GCF_000365185.1_Chinese_Lotus_1.1_genomic.gtf.gz,GCF_000365185.1_Chinese_Lotus_1.1_genomic.WG_filter,37924,22500,277576,156865,1,1,1,1,3,2,1,6,5,2,10,10,28,79,80,1.685511111,7.319270119,6.971955556,1.402198952,5.954663242,6.213476076
Nicotiana_tabacum,American tobacco,Solanales,refseq,4097_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/135/GCF_000715135.1_Ntab-TN90/GCF_000715135.1_Ntab-TN90_genomic.gtf.gz,GCF_000715135.1_Ntab-TN90_genomic.WG_filter,82228,56645,500894,327452,1,1,1,1,2,2,1,5,4,1,8,8,45,81,81,1.451637391,6.091526001,5.781234001,1.277399106,5.01762515,5.274699368
Physcomitrium_patens,spreading earthmoss,Bryophta,refseq,3218_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/425/GCF_000002425.4_Phypa_V3/GCF_000002425.4_Phypa_V3_genomic.gtf.gz,GCF_000002425.4_Phypa_V3_genomic.WG_filter,44158,17423,399938,165051,1,1,1,1,4,4,2,7,8,3,12,13,39,78,85,2.534465936,9.056977218,9.473512024,2.552480423,6.716725535,7.516848735
Prunus_persica,peach,Rosales,refseq,3760_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2/GCF_000346465.2_Prunus_persica_NCBIv2_genomic.gtf.gz,GCF_000346465.2_Prunus_persica_NCBIv2_genomic.WG_filter,31883,21749,214081,141413,1,1,1,1,3,2,1,5,5,2,9,9,28,79,79,1.465952458,6.714581438,6.503379466,1.131139122,5.713807584,5.951589547
Pyrus_x_bretschneideri,Chinese white pear,Rosales,refseq,225117_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/295/GCF_000315295.1_Pbr_v1.0/GCF_000315295.1_Pbr_v1.0_genomic.gtf.gz,GCF_000315295.1_Pbr_v1.0_genomic.WG_filter,45874,32782,308184,213624,1,1,1,1,3,2,1,5,5,1,9,9,50,73,73,1.399365505,6.7180538,6.516746995,0.996952539,5.650413719,5.778737277
Quercus_suber,cork oak,Fagales,refseq,58331_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/115/GCF_002906115.1_CorkOak1.0/GCF_002906115.1_CorkOak1.0_genomic.gtf.gz,GCF_002906115.1_CorkOak1.0_genomic.WG_filter,44751,33932,258963,183382,1,1,1,1,2,2,1,4,4,1,8,7,47,72,75,1.318843569,5.786753369,5.40525168,1.017651402,5.186031922,5.240490866
Rosa_chinensis,Chinese rose,Rosales,refseq,74649_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/994/745/GCF_002994745.2_RchiOBHm-V2/GCF_002994745.2_RchiOBHm-V2_genomic.gtf.gz,GCF_002994745.2_RchiOBHm-V2_genomic.WG_filter,42024,25843,293075,168155,1,1,1,1,3,2,1,6,5,2,10,9,50,79,89,1.626126998,6.973991053,6.507448826,1.737177743,5.807541974,6.104662426
Selaginella_moellendorffii,Selaginella,Lycophytes,refseq,88036_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/415/GCF_000143415.4_v1.0/GCF_000143415.4_v1.0_genomic.gtf.gz,GCF_000143415.4_v1.0_genomic.WG_filter,29308,20374,241917,166250,1,1,1,1,4,3,1,7,7,2,11,11,20,79,83,1.438500049,8.254299167,8.160940414,0.956431765,6.358570815,6.656854593
Sesamum_indicum,seasame,Lamiales,refseq,4182_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0/GCF_000512975.1_S_indicum_v1.0_genomic.gtf.gz,GCF_000512975.1_S_indicum_v1.0_genomic.WG_filter,35316,23060,245124,155440,1,1,1,1,3,2,1,5,5,2,9,9,49,79,79,1.531483088,6.940876656,6.741110147,1.263294252,5.62695257,5.963134746
Solanum_tuberosum,potatoe,Solanales,refseq,4113_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/075/GCF_000226075.1_SolTub_3.0/GCF_000226075.1_SolTub_3.0_genomic.gtf.gz,GCF_000226075.1_SolTub_3.0_genomic.WG_filter,36952,26699,239118,161974,1,1,1,1,2,2,1,5,4,1,9,8,30,80,86,1.384021873,6.471043516,6.067081164,1.062113643,5.699038538,5.643711693
Theobroma_cacao,cacao,Malvales,refseq,3641_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2/GCF_000208745.1_Criollo_cocoa_genome_V2_genomic.gtf.gz,GCF_000208745.1_Criollo_cocoa_genome_V2_genomic.WG_filter,31169,20735,217025,137465,1,1,1,1,3,2,1,5,5,2,9,9,27,79,80,1.503207138,6.962847701,6.630190499,1.154955368,5.912143869,6.047504545
Vigna_angularis,azuki bean,Fabales,refseq,3914_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/045/GCF_001190045.1_Vigan1.1/GCF_001190045.1_Vigan1.1_genomic.gtf.gz,GCF_001190045.1_Vigan1.1_genomic.WG_filter,36797,25160,248213,161396,1,1,1,1,3,2,1,5,5,1,9,9,21,78,86,1.462519873,6.745468381,6.41490461,1.100077075,5.718897165,5.798879606
Vitis_vinifera,wine grape,Vitales,refseq,29760_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X/GCF_000003745.3_12X_genomic.gtf.gz,GCF_000003745.3_12X_genomic.WG_filter,40234,23588,285459,159398,1,1,1,1,3,2,1,6,5,2,10,9,44,79,87,1.705697812,7.094969429,6.758902832,1.680315487,5.794563591,6.217499993
Ziziphus_jujuba,common jujube,Rosales,refseq,326968_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/755/GCF_000826755.1_ZizJuj_1.1/GCF_000826755.1_ZizJuj_1.1_genomic.gtf.gz,GCF_000826755.1_ZizJuj_1.1_genomic.WG_filter,38843,25106,256467,161957,1,1,1,1,3,2,1,5,5,2,9,9,41,78,78,1.547160041,6.602656849,6.451326376,1.307503852,5.556172433,5.863986546
Brachypodium_distachyon,stiff brome,Poales,refseq,15368_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0/GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic.gtf.gz,GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic.WG_filter,37130,23530,249664,154747,1,1,1,1,3,2,1,5,5,2,9,9,42,79,89,1.57798555,6.724050633,6.577050574,1.566351585,5.713397454,6.104132729
Oryza_sativa,Japanese rice,Poales,refseq,39947_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0/GCF_001433935.1_IRGSP-1.0_genomic.gtf.gz,GCF_001433935.1_IRGSP-1.0_genomic.WG_filter,39712,24831,271387,164699,1,1,1,1,3,2,1,5,5,2,9,9,49,79,86,1.599291209,6.833878928,6.635737586,1.594656648,5.821047472,6.114922513
Sorghum_bicolor,sorghum,Poales,refseq,4558_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3/GCF_000003195.3_Sorghum_bicolor_NCBIv3_genomic.gtf.gz,GCF_000003195.3_Sorghum_bicolor_NCBIv3_genomic.WG_filter,37512,25702,244992,160193,1,1,1,1,2,2,1,5,4,1,9,9,42,81,82,1.459497315,6.53103007,6.23387285,1.319880826,5.680912792,5.879651052
Zea_mays,maize,Poales,refseq,4577_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/145/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic.gtf.gz,GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic.WG_filter,53412,28216,401258,203095,1,1,1,1,3,2,1,6,5,2,10,10,50,79,81,1.892968528,7.512506553,7.198575276,2.383137978,6.118659414,6.670813125
Musa_acuminata,wild Malaysian banana,Zingiberales,refseq,214687_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/855/GCF_000313855.2_ASM31385v2/GCF_000313855.2_ASM31385v2_genomic.gtf.gz,GCF_000313855.2_ASM31385v2_genomic.WG_filter,14639,9229,93280,59989,1,1,1,1,3,3,1,5,5,2,9,9,17,54,56,1.586195688,6.372019947,6.500054177,1.235346767,4.364255525,4.879577697
