species,commonName,group,database,taxid,link,filePrefix,num_transcript,num_gene,num_exon,num_uniqExon,min_transcriptPerGene,min_exonPerTranscript,min_exonPerGene,q1_transcriptPerGene,q1_exonPerTranscript,q1_exonPerGene,median_transcriptPerGene,median_exonPerTranscript,median_exonPerGene,q3_transcriptPerGene,q3_exonPerTranscript,q3_exonPerGene,max_transcriptPerGene,max_exonPerTranscript,max_exonPerGene,mean_transcriptPerGene,mean_exonPerTranscript,mean_exonPerGene,std_transcriptPerGene,std_exonPerTranscript,std_exonPerGene
Latimeria_chalumnae,coelacanth,sarcopterygii,refseq,,,GCF_000225785.1_LatCha1_genomic,41183,26560,395022,231189,1,1,1,1,3,3,1,7,6,1,12,12,37,249,251,1.550564759,9.591870432,8.705158133,1.420166029,9.789110056,8.985565805
Pelodiscus_sinensis,Chinese soft-shelled turtle,reptilia,refseq,,,GCF_000230535.1_PelSin_1.0_genomic,46128,24482,490556,229528,1,1,1,1,4,3,1,8,6,2,14,13,50,364,364,1.884159791,10.63466875,9.377134221,2.14636863,10.34100168,9.977542938
Alligator_mississippiensis,American alligator,reptilia,refseq,,,GCF_000281125.3_ASM28112v4_genomic,51599,24844,582231,248967,1,1,1,1,4,3,1,8,7,2,15,13,40,317,317,2.076919981,11.28376519,10.02189664,2.077940386,10.75043379,10.1695328
Erinaceus_europaeus,western European hedgehog,mammal,refseq,,,GCF_000296755.1_EriEur2.0_genomic,30386,20177,325479,204829,1,1,1,1,4,3,1,8,7,2,14,14,28,312,312,1.505972147,10.71147897,10.15215344,1.2070851,9.816596144,10.15050034
Echinops_telfairi,small Madagascar hedgehog/tenrec,mammal,refseq,,,GCF_000313985.2_ASM31398v2_genomic,37461,24789,371994,210009,1,1,1,1,3,2,1,7,5,1,14,12,50,315,316,1.511194481,9.930167374,8.472306265,1.538360855,10.10397008,9.836316178
Orcinus_orca,killer whale,mammal,refseq,,,GCF_000331955.2_Oorc_1.1_genomic,71861,26244,874942,269379,1,1,1,1,5,3,1,9,6,3,16,14,50,313,313,2.738187776,12.17547766,10.26745161,3.385303307,11.03016461,11.21974609
Tupaia_chinensis,Chinese tree shrew,mammal,refseq,,,GCF_000334495.1_TupChi_1.0_genomic,47766,27859,462006,242960,1,1,1,1,3,2,1,7,5,2,13,12,50,314,314,1.714562619,9.672277352,8.721562152,1.771113792,9.590885784,9.808733637
Columba_livia,rock pigeon,aves,refseq,,,GCF_000337935.1_Cliv_1.0_genomic,52633,26536,514683,240328,1,1,1,1,3,3,1,6,5,2,13,12,50,317,317,1.983456437,9.778712975,9.057356045,2.532797768,9.680827237,9.884954782
Alligator_sinensis,Chinese alligator,reptilia,refseq,,,GCF_000455745.1_ASM45574v1_genomic,50637,23469,596427,243883,1,1,1,1,4,3,1,9,7,2,15,14,43,323,323,2.157612169,11.77848214,10.39332737,2.583809054,11.32534737,10.5209827
Poecilia_reticulata,guppy,actinopterygii,refseq,,,GCF_000633615.1_Guppy_female_1.0_MT_genomic,48698,26222,631085,280393,1,1,1,1,5,4,1,9,8,2,17,14,43,251,251,1.857142857,12.95915643,10.69357791,1.904821743,12.40029729,10.52539357
Galeopterus_variegatus,Sunda flying lemur,mammal,refseq,,,GCF_000696425.1_G_variegatus-3.0.2_genomic,36028,26095,328195,220444,1,1,1,1,3,3,1,7,6,1,12,11,25,314,314,1.380647634,9.109442656,8.449588044,1.09539661,8.668846596,8.804275617
Tinamus_guttatus,white-throated tinamou,aves,refseq,,,GCF_000705375.1_ASM70537v2_genomic,19261,16999,189997,161173,1,1,1,1,4,3,1,7,7,1,13,12,27,296,296,1.133066651,9.864337262,9.482028355,0.668883972,9.331593388,9.269710684
Nipponia_nippon,crested ibis,aves,refseq,,,GCF_000708225.1_ASM70822v1_genomic,17337,15265,193214,169306,1,1,1,1,5,4,1,9,8,1,14,14,21,304,304,1.135735342,11.14460403,11.09243367,0.588184922,10.35371899,10.52324899
Nanorana_parkeri,tibet frog,amphibia,refseq,,,GCF_000935625.1_ASM93562v1_genomic,26910,20983,271396,201577,1,1,1,1,4,3,1,7,7,1,13,13,25,302,302,1.282466759,10.08532144,9.607301149,0.919576525,9.690114951,9.888319663
Colobus_angolensis_palliatus,Angolan colobus monkey,mammal,refseq,,,GCF_000951035.1_Cang.pa_1.0_genomic,43405,24314,401096,235678,1,1,1,1,4,3,1,7,7,2,12,13,28,313,313,1.78518549,9.240778712,9.697046969,1.526888169,8.861778458,9.902270873
Mandrillus_leucophaeus,mandrill,mammal,refseq,,,GCF_000951045.1_Mleu.le_1.0_genomic,43142,24513,396373,236273,1,1,1,1,4,3,1,7,7,2,12,13,27,271,271,1.759964101,9.187636178,9.642924163,1.518376727,8.754594055,9.769590839
Propithecus_coquereli,Coquerel's sifaka,mammal,refseq,,,GCF_000956105.1_Pcoq_1.0_genomic,29768,20688,299978,203104,1,1,1,1,4,3,1,8,7,1,13,13,34,313,313,1.438901779,10.07719699,9.818445476,1.12075503,9.435102065,9.941410228
Apteryx_mantelli_mantelli,North Island brown kiwi,aves,refseq,,,GCF_001039765.1_AptMant0_genomic,26370,18636,262903,184594,1,1,1,1,4,3,1,8,7,1,13,13,30,324,324,1.41500322,9.969776261,9.906739644,1.149803476,9.218828523,9.943392
Thamnophis_sirtalis,garter snake,reptilia,refseq,,,GCF_001077635.1_Thamnophis_sirtalis-6.0_genomic,26875,19785,234815,157266,1,1,1,1,3,3,1,6,6,1,11,10,30,309,309,1.358352287,8.737302326,7.949608289,1.085024758,8.263627543,7.88027309
Gekko_japonicus,Gecko,reptilia,refseq,,,GCF_001447785.1_Gekko_japonicus_V1.1_genomic,26345,21205,252046,196646,1,1,1,1,3,3,1,7,7,1,13,12,19,324,324,1.242395661,9.567128487,9.273944824,0.850948135,9.153044521,9.473275924
Parus_major,Great Tit,aves,refseq,,,GCF_001522545.3_Parus_major1.1_genomic,46428,19002,610651,210547,1,1,1,1,5,3,1,10,8,3,17,15,50,299,299,2.443321756,13.15264496,11.08235975,2.884049965,11.83890512,11.19249005
Branchiostoma_belcheri,Belcher's lancelet,cephalochordate,refseq,,,GCF_001625305.1_Haploidv18h27_genomic,36720,25484,408684,245336,1,1,1,1,4,3,1,8,7,1,14,12,50,406,406,1.440904097,11.12973856,9.629257573,1.637424823,11.77009298,10.59913617
Rhincodon_typus,whale shark,chondrichthyes,refseq,,,GCF_001642345.1_ASM164234v2_genomic,34443,27898,266636,204224,1,1,1,1,3,3,1,5,5,1,10,10,26,166,166,1.234604631,7.741369799,7.321062442,0.798821422,7.441325609,7.431052028
Crocodylus_porosus,Australian saltwater crocodile,reptilia,refseq,,,GCF_001723895.1_CroPor_comp1_genomic,34382,19358,410955,198115,1,1,1,1,4,3,1,9,7,2,16,14,33,322,322,1.776113235,11.95262056,10.23483831,1.715969421,11.18891486,10.63831069
Gavialis_gangeticus,Gharial,reptilia,refseq,,,GCF_001723915.1_GavGan_comp1_genomic,32624,18678,390308,191939,1,1,1,1,4,3,1,9,7,2,16,14,36,330,330,1.746653817,11.96383031,10.27706393,1.668249846,11.3727617,10.67652461
Oreochromis_niloticus,Nile tilapia,actinopterygii,refseq,,,GCF_001858045.2_O_niloticus_UMD_NMBU_genomic,79708,41925,876273,372888,1,1,1,1,3,3,1,7,6,2,14,12,50,239,245,1.901204532,10.99353892,8.895122242,2.048505341,12.12099356,9.852671335
Acanthaster_planci,crown-of-thorns starfish,echinoderm,refseq,,,GCF_001949145.1_OKI-Apl_1.0_genomic,36222,18201,408629,190918,1,1,1,1,5,4,1,8,8,2,14,14,46,181,182,1.990110433,11.28123792,10.48991814,1.887905693,10.75063011,10.46968518
Oryzias_latipes,Japanese medaka,actinopterygii,refseq,,,GCF_002234675.1_ASM223467v1_genomic,51592,26665,686696,284584,1,1,1,1,5,3,1,10,8,2,17,14,42,255,260,1.934820926,13.3101256,10.67369211,1.999462863,13.97063962,10.89570851
Bos_taurus,cattle,mammal,refseq,,,GCF_002263795.1_ARS-UCD1.2_genomic,79046,30676,911404,290626,1,1,1,1,4,2,1,8,5,3,16,13,51,335,335,2.576802712,11.5300458,9.478093624,3.20552728,11.75709095,10.90402717
Delphinapterus_leucas,beluga whale,mammal,refseq,,,GCF_002288925.2_ASM228892v3_genomic,60359,23860,749299,255575,1,1,1,1,5,3,1,9,7,3,16,15,50,327,327,2.529715004,12.41403933,10.71404023,2.877756804,11.62266238,11.17638213
Equus_caballus,horse,mammal,refseq,,,GCF_002863925.1_EquCab3.0_genomic,78047,30298,938466,290066,1,1,1,1,4,3,1,8,6,3,16,13,50,318,326,2.575978612,12.02436993,9.575516536,3.071146963,14.5096119,10.65416798
Pan_troglodytes,chimpanzee,mammal,refseq,,,GCF_002880755.1_Clint_PTRv2_genomic,103711,34742,1261384,317522,1,1,1,1,4,2,1,9,5,3,16,13,51,360,372,2.985176443,12.16249,9.147832595,4.062539532,13.91617664,10.97816723
Pongo_abelii,Sumatran orangutan,mammal,refseq,,,GCF_002880775.1_Susie_PABv2_genomic,58757,27984,620539,259357,1,1,1,1,4,2,1,8,6,2,14,13,52,313,315,2.099664094,10.56110761,9.27240566,2.372677361,10.30849949,10.3327971
Terrapene_carolina_triunguis,Three-toed box turtle,reptilia,refseq,,,GCF_002925995.2_T_m_triunguis-2.0_genomic,36577,24225,388059,229889,1,1,1,1,4,3,1,8,7,1,14,13,50,166,168,1.509886481,10.60937201,9.490361197,1.394842746,10.37851373,9.685374174
Macaca_mulatta,Rhesus monkey,reptilia,refseq,,,GCF_003339765.1_Mmul_10_genomic,88279,34607,1016502,303400,1,1,1,1,4,2,1,8,5,3,16,12,51,339,344,2.550900107,11.51465241,8.769902043,3.40309534,11.89391816,10.56734625
Taeniopygia_guttata,zebra finch,aves,refseq,,,GCF_003957565.2_bTaeGut1.4.pri_genomic,49901,21722,648258,227824,1,1,1,1,4,3,1,10,7,2,17,14,51,300,300,2.297256238,12.99088195,10.4890894,2.901983786,12.83430152,10.99443823
Ornithorhynchus_anatinus,platypus,mammal,refseq,,,GCF_004115215.2_mOrnAna1.pri.v4_genomic,52820,29622,568032,242064,1,1,1,1,3,1,1,7,4,2,15,11,50,228,228,1.783134157,10.75410829,8.172236851,1.95998984,11.43229337,10.00194648
Nomascus_leucogenys,northern white-cheeked gibbon,mammal,refseq,,,GCF_006542625.1_Asia_NLE_v1_genomic,61229,27915,699222,260223,1,1,1,1,4,2,1,8,6,2,15,13,50,346,346,2.193408562,11.41978474,9.325882142,2.648490367,11.04397636,10.54651965
Gorilla_gorilla_gorilla,western lowland gorilla,mammal,refseq,,,GCF_008122165.1_Kamilah_GGO_v0_genomic,62834,29124,652410,261266,1,1,1,1,4,2,1,8,6,2,14,12,50,360,360,2.157464634,10.38307286,8.975175113,2.503164684,9.974022436,10.0868989
Callithrix_jacchus,white-tufted-ear marmoset,mammal,refseq,,,GCF_009663435.1_Callithrix_jacchus_cj1700_1.1_genomic,107778,35109,1355835,324957,1,1,1,1,4,2,1,9,5,3,17,13,50,330,332,3.06981116,12.57988643,9.261528383,4.554969456,13.2973673,11.42865611
Fundulus_heteroclitus,mummichog/killifish,actinopterygii,refseq,,,GCF_011125445.2_MU-UCD_Fhet_4.1_genomic,58739,34053,692743,319540,1,1,1,1,4,3,1,8,6,2,16,12,50,258,258,1.724928787,11.79357837,9.384048395,1.860442887,12.25127506,10.06691376
Tursiops_truncatus,common bottlenose dolphin,mammal,refseq,,,GCF_011762595.1_mTurTru1.mat.Y_genomic,68179,25730,808615,264988,1,1,1,1,5,3,1,9,7,3,16,14,50,313,313,2.649786242,11.86017689,10.30209872,3.136789852,10.6807373,11.1313898
Ochotona_princeps,American pika,mammal,refseq,,,GCF_014633375.1_OchPri4.0_genomic,32246,21256,337492,202438,1,1,1,1,4,2,1,8,7,1,14,13,50,313,317,1.517030486,10.46616635,9.524557772,1.777004038,10.10578961,10.26055104
Rattus_norvegicus,Brown rat,mammal,refseq,,,GCF_015227675.2_mRatBN7.2_genomic,100958,34322,1144963,327700,1,1,1,1,4,2,1,8,5,3,15,13,51,336,338,2.941495251,11.34098338,9.553930424,3.712923693,13.76428771,11.22866871
Chelonia_mydas,Green sea turtle,reptilia,refseq,,,GCF_015237465.2_rCheMyd1.pri.v2_genomic,85273,27777,1081353,297371,1,1,1,1,5,3,1,10,7,3,17,15,50,300,300,3.069913958,12.68107138,10.7072398,4.266529876,11.01812297,11.41701625
Anas_platyrhynchos,mallard,aves,refseq,,,GCF_015476345.1_ZJU1.0_genomic,60269,24840,731543,253438,1,1,1,1,4,3,1,9,7,3,16,14,50,323,326,2.426288245,12.13796479,10.20402576,3.215823494,12.96183588,10.91096128
Gallus_gallus,chicken,aves,refseq,,,GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_genomic,76288,25228,1000223,269388,1,1,1,1,5,3,1,10,7,3,17,15,51,307,307,3.023941652,13.11114461,10.68126685,4.356226924,13.0743297,11.37506755
Callorhinchus_milii,elephant shark,chondrichthyes,refseq,,,GCF_018977255.1_IMCB_Cmil_1.0_genomic,35020,21244,390835,210136,1,1,1,1,4,3,1,8,7,2,15,13,45,280,280,1.648465449,11.16033695,9.892581435,1.561534821,11.09850743,10.4804799
Pogona_vitticeps,central bearded dragon,reptilia,refseq,,,GCF_900067755.1_pvi1.1_genomic,42697,21573,487637,230750,1,1,1,1,5,4,1,9,8,2,15,14,34,310,310,1.979186947,11.42087266,10.69665786,1.923143795,10.20371125,10.22644805
Takifugu_rubripes,torafugu,actinopterygii,refseq,,,GCF_901000725.2_fTakRub1.2_genomic,54376,26887,708721,293756,1,1,1,1,5,4,1,10,8,2,17,15,45,251,251,2.022390003,13.03370972,10.92594934,2.081152436,12.94393016,10.84103274
Sarcophilus_harrisii,Tasmanian devil,mammal,refseq,,,GCF_902635505.1_mSarHar1.11_genomic,52656,24347,651335,245319,1,1,1,1,4,3,1,9,7,2,16,14,50,325,326,2.162730521,12.36962549,10.07635438,2.487785504,12.15858165,10.7261052
